,0
11699,ECBD_0169
11700,ECBD_3796
11701,ECBD_0155
11702,ECBD_3738
11703,ECBD_0157
11704,ECBD_0156
11705,ECBD_0361
11706,ECBD_0166
11707,ECBD_0824
11708,ECBD_3013
11709,ECBD_1963
11710,ECBD_1965
11711,ECBD_1962
11712,ECBD_1964
11713,ECBD_1966
11714,ECBD_3400
11715,ECBD_1900
11716,xylG
11717,ECBD_0973
11718,ECBD_0168
11719,ECBD_0972
11720,ECBD_1020
11721,ECBD_4005
11722,ECBD_1022
11723,ECBD_1021
11724,ECBD_1780
11725,ECBD_1023
11726,ECBD_1779
11727,ECBD_1218
11728,ECBD_1781
11729,ECBD_0139
11730,ECBD_1880
11731,fucP
11732,ECBD_1394
11733,ECBD_3069
11734,ECBD_0118
11735,ECBD_3667
11736,ECBD_1306
11737,ECBD_1414
11738,ECBD_0628
11739,ECBD_3671
11740,ECBD_3672
11741,ECBD_1828
11742,ECBD_2702
11743,ECBD_1311
11744,ECBD_3668
11745,ECBD_0624
11746,ECBD_3666
11747,ECBD_0932
11748,ECBD_0651
11749,ECBD_3675
11750,ECBD_3302
11751,ECBD_3674
11752,ECBD_1504
11753,ECBD_1908
11754,ECBD_1901
11755,ECBD_1909
11756,ECBD_1899
11757,ECBD_1395
11758,ECBD_0380
11759,ECBD_1907
11760,ECBD_0470
11761,ECBD_3670
11762,ECBD_3669
11763,ECBD_3276
11764,ECBD_1309
11765,ECBD_1090
11766,ECBD_0357
11767,ECBD_0186
11768,ECBD_4084
11769,ECBD_1665
11770,xapA
11771,ECBD_2415
11772,ECBD_2062
11773,ECBD_0530
11774,ECBD_2046
11775,ECBD_0529
11776,ECBD_2047
11777,ECBD_0878
11778,ECBD_4115
11779,ECBD_1987
11780,ECBD_1997
11781,lsrD
11782,ECBD_2117
11783,ECBD_1058
11784,ECBD_1398
11785,ECBD_0599
11786,ECBD_1397
11787,ECBD_2938
11788,ECBD_0602
11789,ECBD_2939
11790,ECBD_2936
11791,ECBD_2937
11792,ECBD_0606
11793,ECBD_2933
11794,ECBD_0600
11795,ECBD_2932
11796,ECBD_2121
11797,ECBD_1226
11798,ECBD_0601
11799,ECBD_3610
11800,ECBD_0103
11801,ECBD_0679
11802,ECBD_0102
11803,ECBD_0101
11804,ECBD_0680
11805,ECBD_3010
11806,ECBD_0678
11807,ECBD_3561
11808,ECBD_3293
11809,ECBD_0609
11810,ECBD_4249
11811,ECBD_0605
11812,ECBD_4248
11813,ECBD_0607
11814,ECBD_1615
11815,ECBD_0608
11816,ECBD_1614
11817,ECBD_0924
11818,ECBD_4251
11819,ECBD_2680
11820,ECBD_0603
11821,rfaY
11822,ECBD_0610
11823,ECBD_1562
11824,ECBD_1561
11825,rfaI
11826,ECBD_3453
11827,ECBD_1209
11828,fadB
11829,ECBD_3550
11830,ECBD_3549
11831,ECBD_3551
11832,fadJ
11833,ECBD_0109
11834,ECBD_3827
11835,ECBD_0623
11836,ECBD_3826
11837,ECBD_4267
11838,ECBD_1926
11839,ECBD_4215
11840,ECBD_4041
11841,ECBD_4040
11842,ECBD_3238
11843,ECBD_4043
11844,ECBD_1225
11845,ECBD_2598
11846,ECBD_2597
11847,ECBD_0898
11848,ECBD_2495
11849,ECBD_3244
11850,ECBD_4039
11851,ECBD_4105
11852,ECBD_3039
11853,ECBD_2707
11854,ECBD_3794
11855,ECBD_1743
11856,ECBD_1744
11857,ECBD_0220
11858,ECBD_2425
11859,ECBD_3793
11860,ECBD_2361
11861,ECBD_2362
11862,ECBD_0363
11863,ECBD_4323
11864,ECBD_3148
11865,ECBD_0617
11866,ECBD_4042
11867,ECBD_2006
11868,ECBD_1733
11869,ECBD_3440
11870,ECBD_3532
11871,ECBD_4252
11872,ECBD_4253
11873,ECBD_3438
11874,ECBD_0553
11875,ECBD_3527
11876,ECBD_3529
11877,ECBD_3526
11878,ECBD_4056
11879,ECBD_0684
11880,ECBD_2782
11881,ECBD_3445
11882,ECBD_1631
11883,ECBD_1404
11884,ECBD_1406
11885,ECBD_3152
11886,ECBD_3531
11887,ECBD_3521
11888,ECBD_1400
11889,ECBD_1401
11890,ECBD_3801
11891,ECB_00238
11892,ECB_00933
11893,ECB_01348
11894,ECB_02142
11895,ECB_03906
11896,ECB_03904
11897,ECB_03907
11898,ECB_03905
11899,ECB_03908
11900,ECB_04085
11901,ECB_02683
11902,ECB_02684
11903,ECB_03403
11904,ECB_00398
11905,ECB_01132
11906,ECB_01012
11907,ECB_00958
11908,ECB_00178
11909,ECB_00301
11910,ECB_03432
11911,ECB_01089
11912,ECB_01091
11913,ECB_02248
11914,ECB_01221
11915,ECB_01218
11916,ECB_01219
11917,ECB_01307
11918,ECB_01220
11919,ECB_01358
11920,ECB_00004
11921,ECB_01167
11922,ECB_01217
11923,ECB_04132
11924,ECB_04131
11925,ECB_00158
11926,ECB_03062
11927,ECB_02558
11928,ECB_01090
11929,ECB_03671
11930,ECB_03423
11931,ECB_02733
11932,ECB_01279
11933,ECB_02518
11934,ECB_01401
11935,ECB_02519
11936,ECB_02148
11937,ECB_02149
11938,ECB_02266
11939,ECB_03736
11940,ECB_02151
11941,ECB_02150
11942,ECB_00305
11943,ECB_01215
11944,s0001
11945,ECB_01421
11946,ECB_01902
11947,ECB_00183
11948,ECB_02241
11949,ECB_03114
11950,ECB_03113
11951,ECB_03941
11952,nagK
11953,ECB_03662
11954,ECB_01097
11955,ECB_00636
11956,ECB_02317
11957,ECB_02316
11958,ECB_02315
11959,ECB_03844
11960,ECB_02666
11961,ECB_03554
11962,ECB_00079
11963,ECB_03555
11964,ECB_00080
11965,ECB_02221
11966,ECB_01820
11967,ECB_02982
11968,ECB_02328
11969,ECB_03673
11970,ECB_01789
11971,ECB_01788
11972,ECB_01787
11973,ECB_02329
11974,ECB_03084
11975,ECB_04178
11976,ECB_03085
11977,ECB_00216
11978,ECB_01087
11979,ECB_03842
11980,ECB_03066
11981,ECB_04128
11982,ECB_04127
11983,ECB_03064
11984,ECB_03065
11985,ECB_01476
11986,ECB_00117
11987,ECB_01253
11988,ECB_03210
11989,ECB_01717
11990,ECB_01086
11991,ECB_02457
11992,ECB_03324
11993,ECB_02472
11994,ECB_01492
11995,ECB_03939
11996,ECB_01592
11997,ECB_01092
11998,ECB_01782
11999,ECB_03211
12000,ECB_03549
12001,ECB_03548
12002,ECB_03512
12003,ECB_00425
12004,ECB_00119
12005,ECB_03681
12006,ECB_00034
12007,ECB_02302
12008,ECB_02794
12009,ECB_00359
12010,ECB_01901
12011,ECB_01680
12012,ECB_00157
12013,ECB_01678
12014,ECB_02879
12015,ECB_01226
12016,ECB_03851
12017,ECB_02880
12018,ECB_02906
12019,ECB_03249
12020,ECB_00420
12021,ECB_02600
12022,ECB_01129
12023,ECB_04044
12024,ECB_00634
12025,ECB_00109
12026,ECB_02665
12027,ECB_04036
12028,ECB_02335
12029,ECB_01103
12030,ECB_00384
12031,ECB_03476
12032,ECB_02767
12033,ECB_02890
12034,ECB_03843
12035,ECB_00535
12036,ECB_00536
12037,ECB_00533
12038,ECB_00534
12039,ECB_03883
12040,ECB_00472
12041,ECB_00473
12042,ECB_00686
12043,ECB_00115
12044,ECB_00685
12045,ECB_02481
12046,ECB_01446
12047,ECB_03394
12048,ECB_03393
12049,ECB_01444
12050,ECB_03391
12051,ECB_01445
12052,ECB_01442
12053,ECB_01443
12054,ECB_03392
12055,ECB_01441
12056,ECB_03395
12057,ECB_00093
12058,ECB_00328
12059,ECB_01302
12060,ECB_03925
12061,ECB_01165
12062,ECB_00875
12063,ECB_02443
12064,ECB_02215
12065,ECB_02289
12066,ECB_02547
12067,ECB_03303
12068,ECB_03309
12069,ECB_03306
12070,ECB_03304
12071,ECB_03305
12072,ECB_04080
12073,ECB_00007
12074,ECB_00310
12075,ECB_01436
12076,ECB_01357
12077,ECB_01277
12078,ECB_03443
12079,ECB_03956
12080,ECB_03962
12081,ECB_00466
12082,ECB_00462
12083,ECB_00461
12084,ECB_03957
12085,ECB_03959
12086,ECB_03960
12087,ECB_03958
12088,ECB_01646
12089,ECB_00625
12090,ECB_02876
12091,ECB_02885
12092,ECB_00200
12093,ECB_01750
12094,ECB_03831
12095,ECB_02960
12096,ECB_03268
12097,ECB_03083
12098,ECB_03082
12099,ECB_00741
12100,ECB_03726
12101,ECB_03871
12102,ECB_01894
12103,ECB_04126
12104,ECB_02415
12105,ECB_00232
12106,ECB_00936
12107,ECB_01610
12108,ECB_01237
12109,ECB_01238
12110,ECB_00743
12111,ECB_00053
12112,ECB_02722
12113,ECB_00120
12114,ECB_02929
12115,ECB_00972
12116,ECB_00362
12117,ECB_00064
12118,ECB_00152
12119,ECB_00150
12120,ECB_00151
12121,ECB_02565
12122,ECB_03606
12123,ECB_01867
12124,ECB_01868
12125,ECB_01869
12126,ECB_02689
12127,ECB_01485
12128,ECB_03986
12129,ECB_03988
12130,ECB_02768
12131,ECB_01574
12132,ECB_03845
12133,ECB_03038
12134,ECB_01847
12135,ECB_00866
12136,ECB_00869
12137,ECB_00867
12138,ECB_02231
12139,ECB_02232
12140,ECB_00868
12141,ECB_00865
12142,ECB_02235
12143,ECB_02233
12144,ECB_02754
12145,ECB_03285
12146,ECB_04059
12147,ECB_04061
12148,ECB_04062
12149,ECB_04060
12150,ECB_01736
12151,ECB_00795
12152,ECB_02787
12153,ECB_00631
12154,ECB_03628
12155,ECB_00934
12156,ECB_01410
12157,ECB_03351
12158,ECB_00130
12159,ECB_04113
12160,ECB_04112
12161,ECB_00002
12162,ECB_03896
12163,ECB_03826
12164,ECB_02468
12165,ECB_04009
12166,ECB_00932
12167,ECB_01837
12168,ECB_00621
12169,ECB_00623
12170,gltL
12171,ECB_00622
12172,ECB_03376
12173,ECB_04008
12174,ECB_03994
12175,ECB_03949
12176,ECB_03352
12177,ECB_01060
12178,ECB_01716
12179,ECB_01498
12180,ECB_01921
12181,ECB_03622
12182,ECB_03623
12183,ECB_03618
12184,ECB_03617
12185,ECB_03621
12186,ECB_03615
12187,ECB_03619
12188,ECB_03620
12189,ECB_03616
12190,ECB_00268
12191,ECB_00794
12192,ECB_03743
12193,ECB_03742
12194,ECB_04086
12195,ECB_00742
12196,ECB_00940
12197,ECB_00316
12198,ECB_00315
12199,ECB_00317
12200,ECB_00937
12201,ECB_00938
12202,ECB_01194
12203,ECB_04003
12204,ECB_03828
12205,ECB_01701
12206,ECB_03061
12207,ECB_01246
12208,ECB_00471
12209,ECB_02707
12210,ECB_00278
12211,ECB_00036
12212,ECB_00037
12213,ECB_00396
12214,ECB_03318
12215,ECB_03800
12216,ECB_00705
12217,ECB_02912
12218,ECB_03803
12219,ECB_02639
12220,ECB_01183
12221,ECB_01632
12222,ECB_02058
12223,ECB_02060
12224,ECB_02059
12225,ECB_02061
12226,ECB_01771
12227,ECB_00270
12228,ECB_00267
12229,ECB_02488
12230,ECB_02489
12231,ECB_02254
12232,ECB_03911
12233,ECB_02432
12234,ECB_02430
12235,ECB_02431
12236,ECB_02434
12237,ECB_00585
12238,ECB_00582
12239,ECB_00584
12240,ECB_00583
12241,ECB_00580
12242,ECB_01223
12243,ECB_00756
12244,ECB_01561
12245,ECB_00154
12246,ECB_00414
12247,ECB_02907
12248,ECB_02361
12249,ECB_03692
12250,ECB_02104
12251,ECB_00918
12252,ECB_01098
12253,ECB_02610
12254,ECB_00748
12255,ECB_00750
12256,ECB_02336
12257,ECB_03752
12258,ECB_00041
12259,ECB_00040
12260,ECB_02533
12261,ECB_02534
12262,ECB_02535
12263,ECB_03982
12264,ECB_00044
12265,ECB_00680
12266,ECB_00291
12267,ECB_00290
12268,ECB_03737
12269,ECB_02625
12270,ECB_00122
12271,ECB_00435
12272,ECB_03276
12273,ECB_01285
12274,ECB_00294
12275,ECB_00295
12276,ECB_03592
12277,ECB_02881
12278,ECB_02321
12279,ECB_02314
12280,ECB_02661
12281,ECB_01591
12282,ECB_00476
12283,ECB_00891
12284,ECB_00890
12285,ECB_00981
12286,ECB_00982
12287,ECB_00692
12288,ECB_00693
12289,ECB_00383
12290,ECB_00381
12291,ECB_00382
12292,ECB_00380
12293,ECB_02072
12294,ECB_00617
12295,ECB_02091
12296,ECB_01972
12297,ECB_00914
12298,ECB_02843
12299,ECB_01164
12300,ECB_03914
12301,ECB_02704
12302,ECB_02686
12303,ECB_03685
12304,ECB_00173
12305,ECB_02913
12306,ECB_00745
12307,ECB_01703
12308,ECB_01971
12309,ECB_02268
12310,ECB_03577
12311,ECB_03795
12312,ECB_03374
12313,ECB_02490
12314,ECB_01673
12315,ECB_00707
12316,ECB_03576
12317,ECB_03505
12318,ECB_03649
12319,ECB_01175
12320,ECB_01173
12321,ECB_01174
12322,ECB_00563
12323,ECB_00561
12324,ECB_02433
12325,ECB_00302
12326,ECB_00035
12327,ECB_02370
12328,ECB_00052
12329,ECB_01575
12330,ECB_02240
12331,ECB_03815
12332,ECB_02189
12333,ECB_00696
12334,ECB_02928
12335,ECB_00949
12336,ECB_01058
12337,ECB_03042
12338,ECB_00539
12339,ECB_02228
12340,ECB_03241
12341,ECB_01662
12342,ECB_00369
12343,ECB_00033
12344,ECB_02158
12345,ECB_01559
12346,ECB_01558
12347,ECB_01557
12348,ECB_01556
12349,ECB_00100
12350,ECB_01836
12351,ECB_03427
12352,ECB_00103
12353,ECB_03652
12354,ECB_00373
12355,ECB_04257
12356,ECB_03746
12357,ECB_01160
12358,ECB_02725
12359,ECB_03659
12360,ECB_04006
12361,ECB_02476
12362,ECB_00573
12363,ECB_01581
12364,ECB_01094
12365,ECB_02075
12366,ECB_02076
12367,ECB_01214
12368,ECB_04260
12369,ECB_04258
12370,ECB_03497
12371,ECB_02177
12372,ECB_00171
12373,ECB_00368
12374,ECB_03416
12375,ECB_01748
12376,ECB_02758
12377,ECB_01265
12378,ECB_03672
12379,ECB_03663
12380,ECB_03670
12381,ECB_02265
12382,ECB_01821
12383,ECB_01822
12384,ECB_01050
12385,ECB_01826
12386,ECB_02288
12387,ECB_02624
12388,ECB_00549
12389,ECB_00551
12390,ECB_02340
12391,ECB_02341
12392,ECB_00792
12393,ECB_03832
12394,ECB_00789
12395,ECB_03550
12396,acpH
12397,ECB_00404
12398,ECB_01775
12399,ECB_01670
12400,ECB_03735
12401,ECB_02608
12402,ECB_02609
12403,ECB_02025
12404,ECB_01742
12405,ECB_02756
12406,ECB_02761
12407,ECB_03810
12408,ECB_04100
12409,ECB_02653
12410,ECB_02654
12411,fucA
12412,ECB_02588
12413,ECB_00426
12414,ECB_03777
12415,ECB_01434
12416,ECB_03778
12417,ECB_01432
12418,ECB_01433
12419,ECB_00939
12420,ECB_03261
12421,ECB_02301
12422,ECB_04153
12423,ECB_04155
12424,ECB_04156
12425,ECB_04154
12426,ECB_04157
12427,ECB_00559
12428,ECB_00555
12429,ECB_00556
12430,ECB_00557
12431,ECB_00772
12432,ECB_02084
12433,ECB_00149
12434,ECB_00550
12435,ECB_00558
12436,ECB_04244
12437,ECB_04081
12438,ECB_03951
12439,ECB_02573
12440,ECB_02572
12441,ECB_02574
12442,ECB_02569
12443,ECB_02570
12444,ECB_02379
12445,ECB_02727
12446,ECB_00641
12447,ECB_03809
12448,ECB_03138
12449,ECB_00029
12450,ECB_00941
12451,ECB_02743
12452,ECB_02284
12453,ECB_02384
12454,ECB_00908
12455,ECB_04025
12456,ECB_04024
12457,ECB_04023
12458,ECB_04026
12459,ECB_02097
12460,ECB_03222
12461,ECB_03223
12462,ECB_03224
12463,ECB_03221
12464,ECB_04190
12465,ECB_02096
12466,ECB_02098
12467,ECB_01208
12468,ECB_01580
12469,ECB_00591
12470,ECB_03614
12471,ECB_01005
12472,ECB_01945
12473,ECB_03667
12474,ECB_00153
12475,ECB_02425
12476,ECB_03927
12477,ECB_03913
12478,ECB_03301
12479,ECB_03302
12480,ECB_03300
12481,ECB_03299
12482,ECB_03466
12483,ECB_02167
12484,ECB_03277
12485,ECB_02168
12486,ECB_02169
12487,ECB_00240
12488,ECB_00635
12489,ECB_01823
12490,ECB_02993
12491,ECB_04235
12492,ECB_03575
12493,ECB_04233
12494,ECB_03574
12495,ECB_02992
12496,ECB_02634
12497,ECB_01951
12498,ECB_00710
12499,ECB_00709
12500,ECB_03990
12501,ECB_02018
12502,ECB_02019
12503,ECB_02020
12504,ECB_02962
12505,ECB_01212
12506,ECB_04097
12507,ECB_02079
12508,ECB_02078
12509,ECB_04096
12510,ECB_02077
12511,ECB_04099
12512,ECB_04098
12513,ECB_02773
12514,ECB_02392
12515,ECB_01370
12516,ECB_01958
12517,ECB_03507
12518,ECB_02629
12519,ECB_01957
12520,ECB_02358
12521,ECB_03613
12522,ECB_01275
12523,ECB_01278
12524,ECB_01274
12525,ECB_03767
12526,ECB_03284
12527,ECB_00410
12528,ECB_00804
12529,ECB_00123
12530,ECB_03287
12531,ECB_03267
12532,ECB_03269
12533,ECB_02991
12534,ECB_02633
12535,ECB_02632
12536,ECB_03281
12537,ECB_03488
12538,ECB_01590
12539,ECB_03283
12540,ECB_03282
12541,ECB_03755
12542,ECB_00637
12543,ECB_00776
12544,ECB_00778
12545,ECB_00777
12546,ECB_02017
12547,ECB_00239
12548,ECB_01450
12549,ECB_02543
12550,ECB_01451
12551,ECB_01730
12552,ECB_00436
12553,ECB_01481
12554,ECB_02237
12555,ECB_03852
12556,ECB_01185
12557,ECB_02306
12558,ECB_03511
12559,ECB_00457
12560,ECB_03812
12561,ECB_03475
12562,ECB_02166
12563,ECB_00464
12564,ECB_02989
12565,ECB_02737
12566,ECB_02736
12567,ECB_02735
12568,ECB_01030
12569,ECB_02846
12570,ECB_02848
12571,ECB_02847
12572,ECB_03811
12573,ECB_00205
12574,ECB_03410
12575,ECB_03411
12576,ECB_01959
12577,ECB_02922
12578,ECB_00199
12579,ECB_00104
12580,ECB_02399
12581,ECB_01931
12582,ECB_03288
12583,ECB_04134
12584,ECB_03298
12585,ECB_02165
12586,ECB_01624
12587,ECB_00854
12588,ECB_03468
12589,ECB_00428
12590,ECB_02864
12591,ECB_03349
12592,ECB_01679
12593,ECB_03296
12594,ECB_00799
12595,ECB_00797
12596,ECB_00798
12597,ECB_00796
12598,ECB_02777
12599,ECB_02082
12600,ECB_01254
12601,ECB_03657
12602,ECB_02716
12603,ECB_00233
12604,ECB_00124
12605,ECB_02961
12606,ECB_00961
12607,ECB_01296
12608,ECB_03760
12609,ECB_00880
12610,ECB_03912
12611,ECB_00307
12612,ECB_00293
12613,ECB_00125
12614,ECB_00379
12615,ECB_03487
12616,ECB_03478
12617,ECB_03477
12618,ECB_03489
12619,ECB_02032
12620,ECB_02298
12621,ECB_00343
12622,ECB_01922
12623,ECB_01924
12624,ECB_02406
12625,ECB_02234
12626,ECB_00111
12627,ECB_00303
12628,ECB_03680
12629,ECB_02318
12630,ECB_02031
12631,ECB_03703
12632,ECB_00780
12633,ECB_00306
12634,ECB_00141
12635,ECB_00458
12636,ECB_00003
12637,ECB_03885
12638,ECB_01923
12639,ECB_02699
12640,ECB_02701
12641,ECB_02700
12642,ECB_00975
12643,ECB_00977
12644,ECB_00976
12645,ECB_02422
12646,ECB_02421
12647,ECB_03682
12648,ECB_02420
12649,ECB_01134
12650,ECB_02192
12651,ECB_00560
12652,ECB_00562
12653,ECB_03887
12654,ECB_04133
12655,ECB_01927
12656,ECB_01925
12657,ECB_01236
12658,ECB_03648
12659,ECB_00030
12660,ECB_00349
12661,ECB_02400
12662,ECB_03028
12663,ECB_03563
12664,ECB_02721
12665,ECB_00075
12666,ECB_00073
12667,ECB_00074
12668,ECB_00076
12669,ECB_00922
12670,ECB_03063
12671,ECB_01190
12672,ECB_03433
12673,ECB_04063
12674,ECB_00655
12675,ECB_00654
12676,ECB_00653
12677,ECB_01268
12678,ECB_01224
12679,ECB_03631
12680,ECB_01339
12681,ECB_03740
12682,ECB_03140
12683,ECB_00051
12684,ECB_00809
12685,ECB_03201
12686,ECB_03463
12687,ECB_00264
12688,ECB_00263
12689,ECB_00262
12690,ECB_02183
12691,ECB_00298
12692,ECB_02062
12693,ECB_01303
12694,ECB_00669
12695,ECB_03345
12696,ECB_01604
12697,ECB_04001
12698,ECB_02644
12699,ECB_00072
12700,ECB_02099
12701,ECB_00297
12702,ECB_01352
12703,ECB_02063
12704,ECB_03926
12705,ECB_00611
12706,ECB_03307
12707,ECB_01621
12708,ECB_00592
12709,ECB_04262
12710,ECB_00599
12711,ECB_00597
12712,ECB_00180
12713,ECB_00445
12714,ECB_03704
12715,ECB_00184
12716,ECB_02085
12717,ECB_03789
12718,ECB_03793
12719,ECB_03455
12720,ECB_00744
12721,ECB_01770
12722,ECB_02844
12723,ECB_03886
12724,ECB_01955
12725,ECB_01582
12726,ECB_04192
12727,ECB_00690
12728,ECB_00691
12729,ECB_00288
12730,ECB_00286
12731,ECB_00287
12732,ECB_01088
12733,ECB_02413
12734,ECB_00148
12735,ECB_03248
12736,ECB_00604
12737,ECB_00085
12738,ECB_00806
12739,ECB_00601
12740,ECB_01913
12741,ECB_03047
12742,ECB_02253
12743,ECB_02064
12744,ECB_03096
12745,ECB_02137
12746,ECB_01437
12747,ECB_02354
12748,ECB_02407
12749,ECB_02596
12750,ECB_03991
12751,ECB_02597
12752,ECB_02772
12753,ECB_00197
12754,ECB_00198
12755,ECB_00196
12756,ECB_03891
12757,ECB_03708
12758,ECB_03218
12759,ECB_04090
12760,ECB_01747
12761,ECB_02044
12762,ECB_01201
12763,ECB_01651
12764,ECB_01652
12765,ECB_04110
12766,ECB_01649
12767,ECB_00967
12768,ECB_00351
12769,ECB_01653
12770,mltF
12771,ECB_02664
12772,ECB_00217
12773,ECB_01168
12774,ECB_02129
12775,ECB_02793
12776,ECB_02131
12777,ECB_02551
12778,ECB_02130
12779,ECB_01714
12780,ECB_04268
12781,ECB_02133
12782,ECB_02132
12783,ECB_02750
12784,ECB_02748
12785,ECB_03454
12786,ECB_04191
12787,ECB_00751
12788,ECB_01424
12789,ECB_03490
12790,ECB_01203
12791,ECB_02601
12792,ECB_00717
12793,ECB_02602
12794,ECB_01205
12795,ECB_01202
12796,ECB_01204
12797,ECB_00716
12798,ECB_01423
12799,ECB_02555
12800,ECB_02552
12801,ECB_03802
12802,ECB_02553
12803,ECB_02322
12804,ECB_02554
12805,ECB_02325
12806,ECB_02444
12807,ECB_02323
12808,ECB_02324
12809,ECB_02594
12810,ECB_02363
12811,ECB_00718
12812,ECB_02710
12813,ECB_00133
12814,ECB_03446
12815,ECB_02216
12816,ECB_00009
12817,ECB_01733
12818,ECB_02411
12819,ECB_01065
12820,ECB_04249
12821,ECB_00752
12822,ECB_02191
12823,ECB_00793
12824,ECB_01011
12825,ECB_00431
12826,ECB_00479
12827,ECB_00553
12828,ECB_03827
12829,ECB_03465
12830,ECB_00616
12831,ECB_01055
12832,ECB_02311
12833,ECB_03873
12834,ECB_04031
12835,ECB_02276
12836,ECB_01105
12837,ECB_02213
12838,ECB_04270
12839,ECB_02202
12840,ECB_00983
12841,ECB_02979
12842,ECB_01784
12843,ECB_02207
12844,ECB_02204
12845,ECB_02209
12846,ECB_00897
12847,ECB_02626
12848,ECB_02210
12849,ECB_02212
12850,ECB_02641
12851,ECB_02201
12852,ECB_02205
12853,ECB_02203
12854,ECB_02983
12855,ECB_02784
12856,ECB_02211
12857,ECB_02206
12858,ECB_02208
12859,ECB_02958
12860,ECB_02503
12861,ECB_00309
12862,ECB_01728
12863,ECB_02900
12864,ECB_02083
12865,ECB_01709
12866,ECB_01713
12867,ECB_01715
12868,ECB_00159
12869,ECB_03216
12870,ECB_03847
12871,ECB_03217
12872,ECB_02190
12873,ECB_01571
12874,ECB_03219
12875,ECB_01572
12876,ECB_03944
12877,ECB_00935
12878,ECB_01161
12879,ECB_00018
12880,ECB_03945
12881,ECB_03132
12882,ECB_02410
12883,ECB_00335
12884,ECB_03943
12885,ECB_03942
12886,ECB_00403
12887,ECB_02561
12888,ECB_03242
12889,ECB_02560
12890,ECB_03328
12891,ECB_03326
12892,ECB_03825
12893,ECB_01893
12894,ECB_03329
12895,ECB_03327
12896,ECB_01181
12897,ECB_03325
12898,ECB_04266
12899,ECB_00608
12900,ECB_01553
12901,ECB_00704
12902,ECB_01568
12903,wbbJ
12904,ECB_01737
12905,ECB_02473
12906,ECB_01900
12907,ECB_01569
12908,ECB_00108
12909,ECB_03794
12910,ECB_02981
12911,ECB_03007
12912,ECB_00906
12913,ECB_04120
12914,ECB_01626
12915,ECB_01616
12916,ECB_01482
12917,ECB_03005
12918,ECB_02517
12919,ECB_03052
12920,ECB_03480
12921,ECB_02187
12922,ECB_03481
12923,ECB_02188
12924,ECB_00911
12925,ECB_03482
12926,ECB_00058
12927,ECB_00630
12928,ECB_00683
12929,ECB_00684
12930,ECB_00610
12931,ECB_03002
12932,ECB_00682
12933,ECB_00681
12934,ECB_01258
12935,ECB_02999
12936,ECB_02739
12937,ECB_00687
12938,ECB_02998
12939,ECB_00688
12940,ECB_00304
12941,ECB_03000
12942,ECB_01478
12943,ECB_02649
12944,ECB_02236
12945,ECB_03486
12946,ECB_04074
12947,ECB_03734
12948,ECB_00008
12949,ECB_02355
12950,ECB_04075
12951,ECB_03728
12952,ECB_02795
12953,ECB_03499
12954,ECB_02283
12955,ECB_01017
12956,ECB_00333
12957,ECB_00132
12958,ECB_01255
12959,ECB_00088
12960,ECB_02607
12961,ECB_01447
12962,ECB_00113
12963,ECB_00114
12964,ECB_01608
12965,ECB_02458
12966,ECB_00056
12967,ECB_00719
12968,ECB_02245
12969,ECB_03396
12970,ECB_03801
12971,ECB_01692
12972,ECB_03837
12973,ECB_03836
12974,ECB_03041
12975,ECB_02744
12976,ECB_03897
12977,ECB_02757
12978,ECB_00720
12979,ECB_03237
12980,ECB_00708
12981,ECB_04271
12982,ECB_03470
12983,ECB_00645
12984,ECB_02545
12985,ECB_00366
12986,ECB_01877
12987,ECB_02125
12988,ECB_02128
12989,ECB_02124
12990,ECB_02126
12991,ECB_02127
12992,ECB_01683
12993,ECB_01682
12994,ECB_01431
12995,ECB_00537
12996,ECB_02863
12997,ECB_03612
12998,ECB_03610
12999,ECB_03609
13000,ECB_03611
13001,ECB_03700
13002,ECB_01954
13003,ECB_03264
13004,ECB_03855
13005,ECB_03116
13006,ECB_01013
13007,ECB_01349
13008,ECB_00876
13009,ECB_02394
13010,ECB_04095
13011,ECB_01018
13012,ECB_00319
13013,ECB_03841
13014,ECB_03496
13015,ECB_03255
13016,ECB_02751
13017,ECB_02393
13018,ECB_04259
13019,ECB_03232
13020,ECB_03741
13021,ECB_02428
13022,ECB_01671
13023,ECB_00330
13024,ECB_03882
13025,ECB_02391
13026,ECB_01928
13027,ECB_02368
13028,ECB_02449
13029,ECB_01926
13030,ECB_00193
13031,ECB_01182
13032,ECB_00912
13033,ECB_04030
13034,ECB_04264
13035,ECB_02479
13036,ECB_02222
13037,ECB_02349
13038,ECB_03491
13039,ECB_00648
13040,ECB_02942
13041,ECB_00860
13042,ECB_01398
13043,ECB_01123
13044,ECB_01400
13045,ECB_01121
13046,ECB_01399
13047,ECB_00862
13048,ECB_01124
13049,ECB_00861
13050,ECB_01122
13051,ECB_00859
13052,ECB_01397
13053,ECB_01273
13054,ECB_01606
13055,ECB_03705
13056,ECB_01645
13057,ECB_01825
13058,ECB_03718
13059,ECB_01010
13060,ECB_01015
13061,ECB_02901
13062,ECB_01661
13063,ECB_00703
13064,ECB_03966
13065,ECB_01633
13066,ECB_00363
13067,ECB_03638
13068,ECB_00065
13069,ECB_04065
13070,ECB_00063
13071,ECB_03435
13072,ECB_02542
13073,ECB_03634
13074,ECB_03635
13075,ECB_03637
13076,ECB_03636
13077,ECB_03790
13078,ECB_03788
13079,ECB_02160
13080,ECB_02161
13081,ECB_02531
13082,ECB_02532
13083,ECB_04105
