,0
67421,UMNK88_2596
67422,UMNK88_4386
67423,UMNK88_4131
67424,UMNK88_4132
67425,UMNK88_817
67426,UMNK88_4931
67427,UMNK88_4934
67428,UMNK88_3061
67429,UMNK88_4541
67430,UMNK88_4932
67431,UMNK88_2269
67432,UMNK88_4933
67433,wbbJ
67434,UMNK88_1634
67435,UMNK88_4858
67436,UMNK88_1637
67437,UMNK88_1054
67438,UMNK88_3725
67439,UMNK88_3232
67440,UMNK88_2594
67441,UMNK88_3869
67442,UMNK88_1055
67443,UMNK88_1630
67444,UMNK88_2072
67445,UMNK88_5199
67446,UMNK88_5244
67447,UMNK88_4715
67448,UMNK88_767
67449,UMNK88_4202
67450,UMNK88_3949
67451,UMNK88_768
67452,UMNK88_1059
67453,UMNK88_512
67454,UMNK88_382
67455,UMNK88_123
67456,UMNK88_700
67457,UMNK88_380
67458,UMNK88_1613
67459,UMNK88_879
67460,UMNK88_381
67461,UMNK88_4183
67462,UMNK88_1362
67463,UMNK88_4205
67464,UMNK88_3602
67465,UMNK88_3171
67466,UMNK88_153
67467,UMNK88_400
67468,UMNK88_4185
67469,UMNK88_4162
67470,UMNK88_3882
67471,UMNK88_2862
67472,UMNK88_671
67473,UMNK88_4671
67474,UMNK88_3470
67475,UMNK88_84
67476,UMNK88_3471
67477,UMNK88_4665
67478,UMNK88_3943
67479,UMNK88_3664
67480,UMNK88_4199
67481,UMNK88_880
67482,UMNK88_4415
67483,UMNK88_4426
67484,UMNK88_2557
67485,UMNK88_2971
67486,UMNK88_2080
67487,UMNK88_1794
67488,UMNK88_667
67489,UMNK88_4201
67490,UMNK88_4200
67491,UMNK88_2881
67492,UMNK88_4703
67493,UMNK88_1801
67494,UMNK88_2678
67495,UMNK88_717
67496,UMNK88_3997
67497,UMNK88_849
67498,UMNK88_1169
67499,UMNK88_2758
67500,UMNK88_435
67501,UMNK88_1884
67502,UMNK88_1799
67503,UMNK88_851
67504,UMNK88_850
67505,UMNK88_3057
67506,UMNK88_276
67507,UMNK88_1797
67508,UMNK88_3165
67509,UMNK88_3421
67510,UMNK88_4984
67511,UMNK88_1897
67512,UMNK88_3422
67513,UMNK88_3358
67514,UMNK88_3638
67515,UMNK88_203
67516,UMNK88_1898
67517,UMNK88_2226
67518,UMNK88_205
67519,UMNK88_204
67520,UMNK88_4641
67521,UMNK88_1944
67522,UMNK88_538
67523,UMNK88_1796
67524,UMNK88_4864
67525,UMNK88_1798
67526,UMNK88_2863
67527,UMNK88_5167
67528,UMNK88_4805
67529,UMNK88_1795
67530,UMNK88_2243
67531,UMNK88_1805
67532,UMNK88_1526
67533,UMNK88_2657
67534,UMNK88_133
67535,UMNK88_1609
67536,UMNK88_5189
67537,UMNK88_2999
67538,UMNK88_1117
67539,UMNK88_4458
67540,UMNK88_558
67541,UMNK88_87
67542,UMNK88_3442
67543,UMNK88_4764
67544,UMNK88_4404
67545,UMNK88_453
67546,UMNK88_2789
67547,UMNK88_564
67548,UMNK88_1894
67549,UMNK88_112
67550,UMNK88_5311
67551,UMNK88_113
67552,UMNK88_1507
67553,UMNK88_3661
67554,UMNK88_2098
67555,UMNK88_3880
67556,UMNK88_52
67557,UMNK88_3498
67558,UMNK88_3598
67559,UMNK88_3212
67560,UMNK88_3597
67561,UMNK88_3599
67562,UMNK88_3217
67563,UMNK88_804
67564,UMNK88_3373
67565,UMNK88_2871
67566,UMNK88_3614
67567,UMNK88_1296
67568,UMNK88_3612
67569,UMNK88_4329
67570,UMNK88_4385
67571,UMNK88_5243
67572,UMNK88_3728
67573,UMNK88_824
67574,UMNK88_3727
67575,UMNK88_3729
67576,UMNK88_2187
67577,UMNK88_4417
67578,UMNK88_4753
67579,UMNK88_4763
67580,UMNK88_432
67581,UMNK88_219
67582,UMNK88_4343
67583,UMNK88_4789
67584,UMNK88_4790
67585,UMNK88_4846
67586,UMNK88_3937
67587,UMNK88_4344
67588,UMNK88_3096
67589,UMNK88_2598
67590,UMNK88_3607
67591,UMNK88_2574
67592,UMNK88_4877
67593,UMNK88_3803
67594,UMNK88_3071
67595,UMNK88_3622
67596,UMNK88_3210
67597,UMNK88_806
67598,UMNK88_2572
67599,UMNK88_4151
67600,UMNK88_206
67601,UMNK88_200
67602,UMNK88_103
67603,UMNK88_1523
67604,UMNK88_1060
67605,UMNK88_3156
67606,UMNK88_5315
67607,UMNK88_5098
67608,UMNK88_793
67609,UMNK88_5307
67610,UMNK88_2577
67611,UMNK88_3238
67612,UMNK88_4206
67613,UMNK88_2848
67614,UMNK88_4216
67615,UMNK88_4399
67616,UMNK88_3052
67617,UMNK88_725
67618,UMNK88_2788
67619,UMNK88_4418
67620,UMNK88_4397
67621,UMNK88_3360
67622,UMNK88_728
67623,UMNK88_468
67624,UMNK88_2114
67625,UMNK88_3827
67626,UMNK88_1843
67627,UMNK88_942
67628,UMNK88_2386
67629,UMNK88_1455
67630,UMNK88_2748
67631,UMNK88_530
67632,UMNK88_1456
67633,UMNK88_2744
67634,UMNK88_1395
67635,UMNK88_2746
67636,UMNK88_2747
67637,UMNK88_2745
67638,UMNK88_3745
67639,UMNK88_4275
67640,UMNK88_1844
67641,UMNK88_2173
67642,UMNK88_951
67643,UMNK88_4215
67644,UMNK88_2177
67645,UMNK88_953
67646,UMNK88_2176
67647,UMNK88_1394
67648,UMNK88_952
67649,UMNK88_1876
67650,UMNK88_1845
67651,UMNK88_1846
67652,UMNK88_605
67653,UMNK88_950
67654,UMNK88_3744
67655,UMNK88_1629
67656,UMNK88_4537
67657,UMNK88_3008
67658,UMNK88_4538
67659,UMNK88_2096
67660,UMNK88_4539
67661,UMNK88_4540
67662,UMNK88_4639
67663,UMNK88_2139
67664,UMNK88_4634
67665,UMNK88_882
67666,UMNK88_2326
67667,UMNK88_2593
67668,UMNK88_4655
67669,UMNK88_4179
67670,UMNK88_3809
67671,UMNK88_1162
67672,UMNK88_178
67673,UMNK88_1167
67674,UMNK88_798
67675,UMNK88_4814
67676,UMNK88_3782
67677,UMNK88_4018
67678,UMNK88_1165
67679,UMNK88_2576
67680,UMNK88_2807
67681,UMNK88_2155
67682,UMNK88_2805
67683,UMNK88_797
67684,UMNK88_1783
67685,UMNK88_967
67686,UMNK88_788
67687,UMNK88_556
67688,UMNK88_4960
67689,UMNK88_86
67690,UMNK88_5173
67691,UMNK88_2124
67692,UMNK88_3099
67693,UMNK88_96
67694,UMNK88_465
67695,UMNK88_4564
67696,UMNK88_2812
67697,UMNK88_2810
67698,UMNK88_1172
67699,UMNK88_419
67700,UMNK88_61
67701,UMNK88_4794
67702,UMNK88_5146
67703,UMNK88_4423
67704,UMNK88_5179
67705,UMNK88_4368
67706,UMNK88_59
67707,UMNK88_4170
67708,UMNK88_3357
67709,UMNK88_3616
67710,UMNK88_3098
67711,UMNK88_175
67712,UMNK88_2808
67713,UMNK88_2806
67714,UMNK88_4563
67715,UMNK88_5302
67716,UMNK88_4560
67717,UMNK88_4561
67718,UMNK88_4614
67719,UMNK88_4562
67720,UMNK88_4615
67721,UMNK88_4145
67722,UMNK88_4740
67723,UMNK88_4678
67724,UMNK88_4838
67725,UMNK88_4738
67726,UMNK88_3094
67727,UMNK88_2784
67728,UMNK88_1166
67729,UMNK88_3188
67730,UMNK88_2783
67731,UMNK88_2165
67732,UMNK88_3093
67733,UMNK88_3344
67734,UMNK88_1161
67735,UMNK88_567
67736,UMNK88_574
67737,UMNK88_3345
67738,UMNK88_5203
67739,UMNK88_5183
67740,UMNK88_3351
67741,UMNK88_5184
67742,UMNK88_3352
67743,UMNK88_4152
67744,UMNK88_4357
67745,UMNK88_3609
67746,UMNK88_674
67747,UMNK88_5145
67748,UMNK88_2143
67749,UMNK88_3574
67750,UMNK88_2142
67751,UMNK88_4350
67752,UMNK88_4363
67753,UMNK88_4362
67754,UMNK88_2145
67755,UMNK88_4364
67756,UMNK88_2144
67757,UMNK88_4351
67758,UMNK88_2146
67759,UMNK88_4352
67760,UMNK88_2147
67761,UMNK88_4353
67762,UMNK88_255
67763,UMNK88_2209
67764,UMNK88_3428
67765,UMNK88_4885
67766,UMNK88_3427
67767,UMNK88_2331
67768,UMNK88_3377
67769,UMNK88_2329
67770,UMNK88_3374
67771,UMNK88_2330
67772,UMNK88_3376
67773,UMNK88_3375
67774,UMNK88_3066
67775,UMNK88_2899
67776,UMNK88_4377
67777,UMNK88_2229
67778,UMNK88_1247
67779,UMNK88_2817
67780,UMNK88_4333
67781,UMNK88_619
67782,UMNK88_4394
67783,UMNK88_2200
67784,UMNK88_2964
67785,UMNK88_2202
67786,UMNK88_2201
67787,UMNK88_2284
67788,UMNK88_1248
67789,UMNK88_3867
67790,UMNK88_2901
67791,UMNK88_991
67792,UMNK88_2583
67793,UMNK88_3249
67794,UMNK88_3871
67795,UMNK88_3481
67796,UMNK88_3845
67797,UMNK88_2634
67798,UMNK88_405
67799,UMNK88_2699
67800,UMNK88_2208
67801,UMNK88_1201
67802,UMNK88_2210
67803,UMNK88_2816
67804,UMNK88_1199
67805,UMNK88_4134
67806,UMNK88_1200
67807,UMNK88_4042
67808,UMNK88_4156
67809,UMNK88_2638
67810,UMNK88_437
67811,UMNK88_4804
67812,UMNK88_4777
67813,UMNK88_5122
67814,UMNK88_2503
67815,UMNK88_1522
67816,UMNK88_3974
67817,UMNK88_2038
67818,UMNK88_3975
67819,UMNK88_2632
67820,UMNK88_2058
67821,UMNK88_2637
67822,UMNK88_2059
67823,UMNK88_2117
67824,UMNK88_1934
67825,UMNK88_1932
67826,UMNK88_4745
67827,UMNK88_2106
67828,UMNK88_3900
67829,UMNK88_1945
67830,UMNK88_1803
67831,UMNK88_3330
67832,UMNK88_3899
67833,UMNK88_2813
67834,UMNK88_3898
67835,UMNK88_2814
67836,UMNK88_759
67837,UMNK88_3893
67838,UMNK88_757
67839,UMNK88_3897
67840,UMNK88_760
67841,UMNK88_758
67842,UMNK88_1954
67843,UMNK88_765
67844,UMNK88_4410
67845,UMNK88_764
67846,UMNK88_4412
67847,UMNK88_1940
67848,UMNK88_4411
67849,UMNK88_7
67850,UMNK88_1958
67851,UMNK88_3058
67852,UMNK88_1956
67853,UMNK88_1957
67854,UMNK88_3813
67855,UMNK88_3814
67856,UMNK88_54
67857,UMNK88_3815
67858,UMNK88_418
67859,UMNK88_677
67860,UMNK88_4599
67861,UMNK88_1955
67862,UMNK88_4600
67863,UMNK88_3891
67864,UMNK88_2585
67865,UMNK88_3892
67866,UMNK88_4597
67867,UMNK88_3894
67868,UMNK88_2586
67869,UMNK88_3890
67870,UMNK88_1068
67871,rafD
67872,UMNK88_3889
67873,rfaY
67874,UMNK88_3896
67875,rfaI
67876,UMNK88_169
67877,UMNK88_4867
67878,UMNK88_3075
67879,UMNK88_66
67880,UMNK88_65
67881,UMNK88_64
67882,UMNK88_4403
67883,UMNK88_3872
67884,UMNK88_4582
67885,UMNK88_2182
67886,UMNK88_4636
67887,UMNK88_4833
67888,UMNK88_4832
67889,UMNK88_4830
67890,UMNK88_473
67891,UMNK88_3059
67892,UMNK88_1151
67893,UMNK88_1150
67894,UMNK88_3511
67895,UMNK88_1377
67896,UMNK88_467
67897,UMNK88_4834
67898,UMNK88_4756
67899,UMNK88_649
67900,UMNK88_984
67901,UMNK88_5186
67902,UMNK88_2368
67903,UMNK88_2367
67904,UMNK88_4297
67905,UMNK88_1511
67906,UMNK88_5187
67907,UMNK88_1590
67908,UMNK88_1591
67909,UMNK88_4150
67910,UMNK88_4518
67911,UMNK88_560
67912,UMNK88_3881
67913,UMNK88_4831
67914,UMNK88_2097
67915,UMNK88_2381
67916,UMNK88_184
67917,UMNK88_85
67918,UMNK88_4596
67919,UMNK88_4595
67920,UMNK88_186
67921,UMNK88_3951
67922,UMNK88_90
67923,UMNK88_88
67924,UMNK88_91
67925,UMNK88_4812
67926,UTI89_C0282
67927,UTI89_C2497
67928,UTI89_C1618
67929,UTI89_C2614
67930,UTI89_C1001
67931,UTI89_C4609
67932,UTI89_C0616
67933,UTI89_C0618
67934,UTI89_C0620
67935,UTI89_C0621
67936,UTI89_C0614
67937,UTI89_C0790
67938,UTI89_C1447
67939,UTI89_C1779
67940,UTI89_C0171
67941,UTI89_C0575
67942,UTI89_C0573
67943,UTI89_C0574
67944,UTI89_C4605
67945,UTI89_C4603
67946,UTI89_C4602
67947,UTI89_C4604
67948,UTI89_C4606
67949,UTI89_C3814
67950,UTI89_C4822
67951,UTI89_C0550
67952,UTI89_C0551
67953,UTI89_C0129
67954,UTI89_C0722
67955,UTI89_C0721
67956,UTI89_C3239
67957,UTI89_C3469
67958,UTI89_C3240
67959,UTI89_C4093
67960,UTI89_C2796
67961,UTI89_C0490
67962,UTI89_C4379
67963,UTI89_C2910
67964,UTI89_C1263
67965,UTI89_C4080
67966,UTI89_C4078
67967,UTI89_C2451
67968,UTI89_C0474
67969,UTI89_C0985
67970,UTI89_C4079
67971,UTI89_C4082
67972,UTI89_C4081
67973,UTI89_C1072
67974,UTI89_C0195
67975,UTI89_C1229
67976,UTI89_C0398
67977,UTI89_C1019
67978,UTI89_C4124
67979,UTI89_C1218
67980,UTI89_C3129
67981,UTI89_C2608
67982,UTI89_C0780
67983,UTI89_C0783
67984,UTI89_C1221
67985,UTI89_C1443
67986,UTI89_C2769
67987,UTI89_C1444
67988,UTI89_C1445
67989,UTI89_C4456
67990,UTI89_C1601
67991,UTI89_C1442
67992,UTI89_C0004
67993,UTI89_C0044
67994,UTI89_C0101
67995,UTI89_C1378
67996,UTI89_C1441
67997,UTI89_C1596
67998,UTI89_C0043
67999,UTI89_C4873
68000,UTI89_C0042
68001,UTI89_C4872
68002,UTI89_C0175
68003,UTI89_C3038
68004,UTI89_C3039
68005,UTI89_C4626
68006,UTI89_C3633
68007,UTI89_C1376
68008,UTI89_C3037
68009,UTI89_C3070
68010,UTI89_C0873
68011,UTI89_C1220
68012,UTI89_C4350
68013,UTI89_C2870
68014,UTI89_C4705
68015,UTI89_C0046
68016,UTI89_C2128
68017,UTI89_C0715
68018,UTI89_C0368
68019,UTI89_C2572
68020,UTI89_C4113
68021,UTI89_C2711
68022,UTI89_C0367
68023,UTI89_C3287
68024,UTI89_C4431
68025,UTI89_C3017
68026,UTI89_C3058
68027,UTI89_C1663
68028,UTI89_C3149
68029,UTI89_C3018
68030,UTI89_C3963
68031,UTI89_C2504
68032,UTI89_C3962
68033,UTI89_C3964
68034,UTI89_C0136
68035,UTI89_C2503
68036,UTI89_C0515
68037,UTI89_C2626
68038,UTI89_C3969
68039,UTI89_C3961
68040,UTI89_C2506
68041,UTI89_C4430
68042,UTI89_C3925
68043,UTI89_C4817
68044,UTI89_C2505
68045,UTI89_C1438
68046,UTI89_C1578
68047,s0001
68048,UTI89_C2120
68049,UTI89_C0008
68050,UTI89_C0376
68051,UTI89_C1681
68052,UTI89_C2231
68053,UTI89_C1696
68054,UTI89_C3428
68055,UTI89_C3688
68056,UTI89_C4261
68057,UTI89_C4129
68058,UTI89_C0200
68059,UTI89_C2601
68060,UTI89_C4680
68061,UTI89_C4685
68062,UTI89_C2754
68063,UTI89_C3689
68064,UTI89_C2747
68065,UTI89_C4659
68066,UTI89_C0544
68067,UTI89_C1247
68068,UTI89_C0540
68069,UTI89_C3183
68070,UTI89_C4340
68071,UTI89_C1810
68072,UTI89_C0539
68073,UTI89_C4681
68074,UTI89_C2751
68075,UTI89_C4683
68076,UTI89_C2750
68077,UTI89_C2749
68078,UTI89_C0555
68079,UTI89_C1228
68080,UTI89_C0674
68081,UTI89_C0902
68082,UTI89_C0901
68083,alsC
68084,UTI89_C4682
68085,UTI89_C4550
68086,UTI89_C1046
68087,UTI89_C0655
68088,UTI89_C3219
68089,UTI89_C1047
68090,UTI89_C0727
68091,UTI89_C0085
68092,UTI89_C1869
68093,UTI89_C0086
68094,UTI89_C0729
68095,UTI89_C4227
68096,UTI89_C0454
68097,UTI89_C3432
68098,UTI89_C4226
68099,UTI89_C2052
68100,UTI89_C0226
68101,UTI89_C0456
68102,UTI89_C0455
68103,UTI89_C3550
68104,UTI89_C0452
68105,UTI89_C3422
68106,UTI89_C2579
68107,UTI89_C2416
68108,UTI89_C0647
68109,UTI89_C1977
68110,UTI89_C4536
68111,UTI89_C2760
68112,UTI89_C3529
68113,UTI89_C2436
68114,UTI89_C4352
68115,UTI89_C2342
68116,UTI89_C3917
68117,UTI89_C2014
68118,UTI89_C3653
68119,UTI89_C0981
68120,UTI89_C2017
68121,UTI89_C3652
68122,UTI89_C2015
68123,UTI89_C3391
68124,UTI89_C2761
68125,UTI89_C1375
68126,UTI89_C0772
68127,UTI89_C3654
68128,UTI89_C5007
68129,UTI89_C4420
68130,UTI89_C3825
68131,UTI89_C4612
68132,UTI89_C3256
68133,UTI89_C3655
68134,UTI89_C3242
68135,UTI89_C0261
68136,UTI89_C1216
68137,UTI89_C4372
68138,UTI89_C2195
68139,UTI89_C4548
68140,UTI89_C3637
68141,UTI89_C2845
68142,UTI89_C0190
68143,UTI89_C3635
68144,UTI89_C4869
68145,UTI89_C4868
68146,UTI89_C3483
68147,UTI89_C3636
68148,UTI89_C1004
68149,UTI89_C1738
68150,UTI89_C4866
68151,UTI89_C0776
68152,UTI89_C0131
68153,UTI89_C1547
68154,UTI89_C1927
68155,UTI89_C0277
68156,UTI89_C1943
68157,UTI89_C1831
68158,UTI89_C2341
68159,UTI89_C2629
68160,UTI89_C3862
68161,UTI89_C1215
68162,UTI89_C2884
68163,UTI89_C4245
68164,UTI89_C1532
68165,UTI89_C1533
68166,UTI89_C3991
68167,UTI89_C0774
68168,UTI89_C4493
68169,UTI89_C1758
68170,UTI89_C4058
68171,UTI89_C0056
68172,UTI89_C2900
68173,UTI89_C3275
68174,UTI89_C4657
68175,UTI89_C0134
68176,UTI89_C0751
68177,UTI89_C1811
68178,UTI89_C2934
68179,UTI89_C1222
68180,UTI89_C3495
68181,UTI89_C2008
68182,UTI89_C1035
68183,UTI89_C1897
68184,UTI89_C4244
68185,UTI89_C3863
68186,UTI89_C0436
68187,UTI89_C4221
68188,UTI89_C4193
68189,UTI89_C4220
68190,UTI89_C0067
68191,UTI89_C4199
68192,UTI89_C0168
68193,UTI89_C0169
68194,UTI89_C4327
68195,UTI89_C0502
68196,UTI89_C1391
68197,UTI89_C1392
68198,UTI89_C0167
68199,UTI89_C0133
68200,UTI89_C4365
68201,UTI89_C4273
68202,UTI89_C1393
68203,UTI89_C0032
68204,UTI89_C3077
68205,UTI89_C3355
68206,UTI89_C0598
68207,UTI89_C0596
68208,UTI89_C2725
68209,UTI89_C0034
68210,UTI89_C2100
68211,UTI89_C2101
68212,UTI89_C2738
68213,UTI89_C2099
68214,araE
68215,UTI89_C2805
68216,UTI89_C0433
68217,UTI89_C2230
68218,UTI89_C1794
68219,UTI89_C1902
68220,UTI89_C0054
68221,UTI89_C1747
68222,UTI89_C0174
68223,UTI89_C4709
68224,UTI89_C1904
68225,UTI89_C2600
68226,UTI89_C4711
68227,UTI89_C3425
68228,UTI89_C3426
68229,UTI89_C1451
68230,UTI89_C3327
68231,UTI89_C4515
68232,UTI89_C4561
68233,UTI89_C3468
68234,UTI89_C2545
68235,UTI89_C1793
68236,UTI89_C0732
68237,UTI89_C3895
68238,UTI89_C0496
68239,UTI89_C3494
68240,UTI89_C4551
68241,UTI89_C3121
68242,UTI89_C3604
68243,UTI89_C1010
68244,UTI89_C1260
68245,UTI89_C2080
68246,UTI89_C4777
68247,UTI89_C1187
68248,UTI89_C3609
68249,UTI89_C0671
68250,UTI89_C0866
68251,UTI89_C0864
68252,UTI89_C0118
68253,UTI89_C0578
68254,UTI89_C4769
68255,UTI89_C2587
68256,UTI89_C2594
68257,UTI89_C2590
68258,UTI89_C2768
68259,UTI89_C0867
68260,UTI89_C2591
68261,UTI89_C3218
68262,UTI89_C0865
68263,UTI89_C3887
68264,UTI89_C1235
68265,UTI89_C0863
68266,UTI89_C0457
68267,UTI89_C2592
68268,UTI89_C4164
68269,UTI89_C1885
68270,UTI89_C0444
68271,UTI89_C3306
68272,UTI89_C3325
68273,UTI89_C0031
68274,UTI89_C3444
68275,UTI89_C2513
68276,UTI89_C3942
68277,UTI89_C4549
68278,UTI89_C0572
68279,UTI89_C4792
68280,UTI89_C0967
68281,UTI89_C0594
68282,UTI89_C0968
68283,UTI89_C0969
68284,UTI89_C0108
68285,UTI89_C4794
68286,UTI89_C4795
68287,UTI89_C4793
68288,UTI89_C0591
68289,UTI89_C1963
68290,UTI89_C0592
68291,UTI89_C0831
68292,UTI89_C2069
68293,UTI89_C2429
68294,UTI89_C4117
68295,UTI89_C0111
68296,UTI89_C3346
68297,UTI89_C0668
68298,UTI89_C0808
68299,UTI89_C4299
68300,UTI89_C0448
68301,UTI89_C0166
68302,UTI89_C1002
68303,UTI89_C0584
68304,UTI89_C0593
68305,UTI89_C4330
68306,UTI89_C5073
68307,UTI89_C1672
68308,UTI89_C4818
68309,UTI89_C3086
68310,UTI89_C0144
68311,UTI89_C5152
68312,UTI89_C3082
68313,UTI89_C4851
68314,UTI89_C3084
68315,UTI89_C4850
68316,UTI89_C1371
68317,fdhF
68318,UTI89_C3087
68319,UTI89_C4447
68320,UTI89_C4592
68321,UTI89_C3085
68322,UTI89_C0002
68323,UTI89_C3083
68324,UTI89_C0689
68325,UTI89_C4525
68326,UTI89_C3278
68327,UTI89_C4335
68328,UTI89_C4508
68329,UTI89_C2896
68330,UTI89_C3280
68331,UTI89_C4736
68332,UTI89_C4733
68333,UTI89_C3732
68334,UTI89_C2905
68335,UTI89_C1000
68336,UTI89_C2070
68337,UTI89_C0027
68338,UTI89_C0648
68339,UTI89_C0607
68340,UTI89_C1009
68341,UTI89_C0651
68342,UTI89_C3298
68343,UTI89_C0650
68344,UTI89_C0649
68345,UTI89_C1800
68346,UTI89_C2706
68347,UTI89_C1225
68348,UTI89_C4060
68349,UTI89_C0975
68350,UTI89_C4735
68351,UTI89_C2420
68352,UTI89_C2419
68353,UTI89_C4751
68354,UTI89_C4716
68355,UTI89_C4753
68356,UTI89_C1436
68357,UTI89_C4754
68358,UTI89_C4668
68359,UTI89_C4752
68360,UTI89_C5155
68361,UTI89_C2443
68362,UTI89_C5153
68363,UTI89_C4021
68364,UTI89_C2442
68365,UTI89_C1189
68366,UTI89_C4184
68367,UTI89_C2444
68368,UTI89_C1942
68369,UTI89_C1428
68370,UTI89_C2533
68371,UTI89_C1762
68372,UTI89_C3173
68373,UTI89_C0188
68374,UTI89_C0443
68375,UTI89_C1799
68376,UTI89_C2292
68377,UTI89_C0625
68378,UTI89_C4291
68379,UTI89_C4105
68380,UTI89_C4282
68381,UTI89_C1065
68382,UTI89_C4289
68383,UTI89_C2310
68384,UTI89_C4287
68385,UTI89_C4285
68386,UTI89_C3310
68387,UTI89_C4345
68388,UTI89_C4292
68389,UTI89_C4293
68390,UTI89_C0170
68391,UTI89_C4294
68392,UTI89_C2855
68393,UTI89_C4284
68394,UTI89_C4286
68395,UTI89_C1975
68396,UTI89_C4641
68397,UTI89_C4611
68398,UTI89_C1561
68399,UTI89_C0341
68400,UTI89_C3960
68401,UTI89_C4351
68402,UTI89_C3958
68403,UTI89_C4341
68404,UTI89_C0830
68405,UTI89_C3957
68406,UTI89_C4349
68407,UTI89_C3959
68408,UTI89_C4443
68409,UTI89_C2625
68410,UTI89_C4149
68411,UTI89_C2053
68412,UTI89_C3926
68413,UTI89_C4444
68414,UTI89_C4823
68415,UTI89_C2522
68416,UTI89_C0773
68417,UTI89_C1006
68418,UTI89_C2054
68419,UTI89_C2523
68420,UTI89_C1178
68421,UTI89_C2521
68422,UTI89_C2059
68423,UTI89_C0284
68424,UTI89_C0384
68425,UTI89_C0672
68426,UTI89_C1008
68427,UTI89_C2710
68428,UTI89_C2055
68429,UTI89_C0385
68430,UTI89_C3559
68431,UTI89_C1005
68432,UTI89_C0386
68433,UTI89_C3148
68434,UTI89_C0583
68435,UTI89_C5064
68436,UTI89_C0586
68437,UTI89_C1411
68438,UTI89_C4243
68439,UTI89_C4729
68440,UTI89_C4242
68441,UTI89_C2773
68442,UTI89_C3558
68443,UTI89_C2774
68444,UTI89_C1925
68445,UTI89_C3159
68446,UTI89_C4532
68447,UTI89_C3632
68448,UTI89_C0828
68449,UTI89_C4537
68450,UTI89_C0754
68451,UTI89_C2317
68452,UTI89_C0825
68453,UTI89_C1538
68454,UTI89_C0753
68455,UTI89_C4222
68456,UTI89_C4713
68457,UTI89_C0352
68458,UTI89_C2366
68459,UTI89_C3259
68460,UTI89_C0549
68461,UTI89_C0426
68462,UTI89_C2367
68463,UTI89_C0037
68464,UTI89_C2365
68465,UTI89_C0036
68466,UTI89_C0480
68467,UTI89_C3531
68468,UTI89_C1432
68469,UTI89_C1999
68470,UTI89_C0472
68471,UTI89_C4835
68472,UTI89_C1894
68473,UTI89_C4429
68474,UTI89_C3128
68475,UTI89_C3127
68476,UTI89_C3984
68477,UTI89_C0749
68478,UTI89_C4834
68479,UTI89_C4498
68480,UTI89_C2421
68481,UTI89_C1969
68482,UTI89_C2422
68483,UTI89_C3477
68484,UTI89_C2423
68485,UTI89_C2371
68486,UTI89_C4832
68487,UTI89_C3308
68488,yggF
68489,UTI89_C4509
68490,UTI89_C4836
68491,UTI89_C4502
68492,UTI89_C3164
68493,UTI89_C4833
68494,UTI89_C1402
68495,UTI89_C1852
68496,UTI89_C3174
68497,UTI89_C3175
68498,UTI89_C3332
68499,UTI89_C3171
68500,UTI89_C2401
68501,UTI89_C2816
68502,UTI89_C2403
68503,UTI89_C2404
68504,UTI89_C3104
68505,UTI89_C0503
68506,UTI89_C1637
68507,UTI89_C1692
68508,UTI89_C1691
68509,UTI89_C2402
68510,UTI89_C2326
68511,UTI89_C0343
68512,UTI89_C1689
68513,UTI89_C4479
68514,UTI89_C0340
68515,UTI89_C4195
68516,UTI89_C2933
68517,UTI89_C4480
68518,UTI89_C3154
68519,UTI89_C1007
68520,UTI89_C2325
68521,UTI89_C2932
68522,UTI89_C2793
68523,UTI89_C3910
68524,UTI89_C2724
68525,UTI89_C4281
68526,UTI89_C0590
68527,UTI89_C4463
68528,UTI89_C2593
68529,UTI89_C3941
68530,UTI89_C0120
68531,UTI89_C0486
68532,UTI89_C4364
68533,UTI89_C1934
68534,UTI89_C0137
68535,UTI89_C2752
68536,UTI89_C1791
68537,UTI89_C0840
68538,UTI89_C4555
68539,UTI89_C2377
68540,UTI89_C3916
68541,UTI89_C1790
68542,UTI89_C3944
68543,UTI89_C1003
68544,UTI89_C1372
68545,UTI89_C0817
68546,UTI89_C3918
68547,UTI89_C4388
68548,UTI89_C0022
68549,UTI89_C3557
68550,UTI89_C2840
68551,UTI89_C0156
68552,UTI89_C3157
68553,UTI89_C0537
68554,UTI89_C0479
68555,UTI89_C3158
68556,UTI89_C3073
68557,UTI89_C0003
68558,UTI89_C3938
68559,UTI89_C4572
68560,UTI89_C3072
68561,UTI89_C4174
68562,UTI89_C3996
68563,UTI89_C2294
68564,UTI89_C1809
68565,UTI89_C3251
68566,UTI89_C3997
68567,UTI89_C3995
68568,UTI89_C3940
68569,UTI89_C3994
68570,UTI89_C3253
68571,UTI89_C3939
68572,UTI89_C3252
68573,UTI89_C3993
68574,UTI89_C4459
68575,UTI89_C0684
68576,UTI89_C0642
68577,UTI89_C1042
68578,UTI89_C3419
68579,UTI89_C3418
68580,UTI89_C0813
68581,UTI89_C3417
68582,UTI89_C5161
68583,UTI89_C0814
68584,UTI89_C0812
68585,UTI89_C0748
68586,UTI89_C3416
68587,UTI89_C2364
68588,UTI89_C1041
68589,UTI89_C1964
68590,UTI89_C0283
68591,UTI89_C2229
68592,UTI89_C1040
68593,UTI89_C1706
68594,UTI89_C2852
68595,UTI89_C0117
68596,UTI89_C3050
68597,UTI89_C3871
68598,UTI89_C2851
