ID,lb,ub,pfba_wt,pfba_sec_met
PYK4,0.0,603.9582225500053,3.83677908619322,0.0
NH4tex,-680.4291035759811,-340.58561628691547,0.0,-464.1175858385171
D_LACt2pp,-214.40916708012725,0.0,0.0,0.0
D_LACtex,-214.40916708003945,0.0,0.0,0.0
LDH_D,-1000.0,7.821654435247183e-11,0.0,0.0
L_LACD4,-1000.0,7.460698725481021e-11,0.0,0.0
F6PA,-5.1553867285092866e-11,310.65565236175456,216.29166850791,-7.891923041251146e-12
GLCNtex,-1000.0,0.0,0.0,-6.67921338803874e-11
PGI,-1000.0,367.77782257923,201.9019833291443,212.44999639778823
TKT2,-92.89448932562502,-92.8944893254588,16.34628059540358,-92.89448932552295
GALUi,118.80261904761362,118.80261904765769,0.0,118.80261904761784
NTRIR3pp,0.0,1000.0,0.0,189.10340507574563
PGL,287.5482068508643,1000.0,90.1170716675455,785.5908329203309
EDA,785.5908329198217,1000.0,0.0,785.590832920264
EDD,785.5908329192561,1000.0,0.0,785.590832920264
G6PDH2r,287.54820685070587,1000.0,90.1170716675455,785.5908329203309
NADPHQR2,0.0,1000.0,0.0,0.0
ADK1,-1000.0,1000.0,39.6025152591339,396.0103724019873
NDPK3,-600.6848050686951,3.8367790863103375,0.0,3.273417481215451
PPA,532.259323248105,532.2593232482104,57.04884705769331,532.2593232481642
