ID,lb,ub,pfba_wt,pfba_sec_met
PYK4,0.0,413.89386044859896,1.534711634477283,0.0
NH4tex,-729.608498573218,-513.4091750860739,0.0,-555.4552664781332
D_LACt2pp,-200.63738111778824,0.0,0.0,0.0
D_LACtex,-200.63738111772497,0.0,0.0,0.0
LDH_D,-1000.0,2.2851054382044825e-11,0.0,0.0
L_LACD4,-1000.0,3.082785710856743e-11,0.0,0.0
F6PA,-3.285095523387349e-11,334.1780704685588,86.82536740316299,165.99370490019052
GLCNtex,-1000.0,0.0,0.0,-7.145879823673069e-12
PGI,-1000.0,404.5479861745519,81.13809333165688,320.45580339009405
TKT2,-132.19989096833908,-132.199890968268,6.469912238161276,-132.1998909683038
GALUi,190.08419047618835,190.08419047617687,0.0,190.0841904761897
NTRIR3pp,0.0,1000.0,0.0,178.62397246086766
PGL,409.9678303589967,1000.0,35.84102866701803,799.3626188825343
EDA,799.3626188818473,1000.0,0.0,799.3626188825342
EDD,799.3626188823699,1000.0,0.0,799.3626188825342
G6PDH2r,409.9678303594266,1000.0,35.84102866701803,799.3626188825344
NADPHQR2,0.0,1000.0,0.0,0.0
ADK1,-1000.0,1000.0,15.841006103653164,586.0935775321749
NDPK3,-412.58449345605,1.5347116344840417,0.0,1.5347116344774747
PPA,783.1563007278169,783.1563007278444,22.81953882307724,783.1563007277867
