ID,lb,ub,pfba_wt,pfba_sec_met
PYK4,0.0,287.1842857142949,4.436150216525846e-16,0.0
NH4tex,-762.3947619047543,-628.6248809522705,1.3462349657519678e-14,-628.6248809524083
D_LACt2pp,-191.4561904762009,0.0,0.0,1.6262979358269417e-12
D_LACtex,-191.4561904761877,0.0,0.0,1.6262979358269417e-12
LDH_D,-1000.0,-6.707523425575346e-12,-2.279822123319094e-16,1.626297935826942e-12
L_LACD4,-1000.0,-2.883330293611718e-14,0.0,0.0
F6PA,-9.83996805354507e-13,349.859682539692,0.2919148936170238,349.859682539666
GLCNtex,-999.9999999999992,-49.11130952331531,0.0,-49.111309523963335
PGI,-1000.0,429.0614285714191,0.1459574468085147,0.0
TKT2,-158.40349206349202,-158.4034920634892,2.7771084450608426e-15,-158.40349206349146
GALUi,237.6052380952379,237.60523809524065,0.0,237.6052380952379
NTRIR3pp,0.0,1000.0,0.0,311.4541071429237
PGL,541.004047618973,1000.0000000000002,0.0,808.5438095238239
EDA,808.5438095238136,1000.0,0.0,808.5438095238239
EDD,808.5438095237755,1000.0,0.0,808.5438095238239
G6PDH2r,541.0040476190607,1000.0,0.0,808.5438095238239
NADPHQR2,0.0,1000.0,0.0,0.0
ADK1,-1000.0,1000.0,0.0,712.8157142857137
NDPK3,-287.1842857142998,4.1294678978122666e-12,0.0,0.0
PPA,950.420952380952,950.4209523809512,6.848963882016754e-15,950.4209523809528
