ID,lb,ub,pfba_wt,pfba_sec_met
PYK4,0.0,351.6607934708709,0.6587671816018001,0.0
NH4tex,-751.6837799874153,-563.1979363933368,0.0,-592.1008877707113
D_LACt2pp,-202.1218804761172,0.0,0.0,-1.626297935826942e-13
D_LACtex,-202.12188047606267,0.0,0.0,-1.626297935826942e-13
LDH_D,-1000.0,-1.6370904631912708e-11,0.0,-1.626297935826942e-13
L_LACD4,-1000.0,3.828002730573184e-12,0.0,0.0
F6PA,2.2393366687712582e-11,347.61157046675,41.0934748855559,231.999764956036
GLCNtex,-1000.0000000000005,1.6125537510743477e-13,0.0,5.699520711869921e-12
PGI,-1000.0,421.9015130618876,13.333442607903272,0.0
TKT2,-144.91415908859258,-144.91415908859557,1.9273711093026025,-144.91415908856766
GALUi,213.84471428571428,213.84471428570623,0.0,213.84471428571143
NTRIR3pp,0.0,1000.0,0.0,290.4213696251203
PGL,426.007517687208,1000.0,12.835162022188364,797.8781195237921
EDA,797.878119523907,1000.0,0.0,797.8781195237922
EDD,797.8781195238516,1000.0,0.0,797.8781195237921
G6PDH2r,426.0075176869301,1000.0,12.835162022188364,797.8781195237921
NADPHQR2,0.0,1000.0,0.0,0.0
ADK1,-1000.0,1000.0,1.747833398826808,648.3338143460368
NDPK3,-351.0987543333593,0.6587671815987928,0.0,0.6587671816019377
PPA,865.1740283908068,865.1740283908147,9.795171247953384,865.1740283907995
