ID,lb,ub,pfba_wt,pfba_sec_met
PYK4,0.0,477.2486478155983,2.302067451715937,0.0
NH4tex,-713.2153669074272,-455.8013221531159,0.0,-525.0093729316675
D_LACt2pp,-205.2279764384135,0.0,0.0,0.0
D_LACtex,-205.22797643841392,0.0,0.0,0.0
LDH_D,-1000.0,-1.091393642127514e-11,0.0,0.0
L_LACD4,-1000.0,-7.112601084651304e-13,0.0,0.0
F6PA,2.0490423994852088e-11,326.3372644322812,129.98080110474578,49.5050613180062
GLCNtex,-1000.0,0.0,0.0,1.332931186815949e-12
PGI,-1000.0,392.29126497549737,121.39272333081976,253.87516341837133
TKT2,-119.09809042068224,-119.09809042072924,9.762035023908728,-119.09809042071112
GALUi,166.32366666666582,166.32366666666198,0.0,166.32366666666553
NTRIR3pp,0.0,1000.0,0.0,182.72090824559027
PGL,369.1612891904507,1000.0,53.93304300052705,794.7720235615785
EDA,794.7720235616671,1000.0,0.0,794.7720235615728
EDD,794.7720235619444,1000.0,0.0,794.772023561573
G6PDH2r,369.1612891901649,1000.0,53.93304300052705,794.7720235615785
NADPHQR2,0.0,1000.0,0.0,0.0
ADK1,-1000.0,1000.0,23.761509155480184,522.7325091554954
NDPK3,-475.2845973268042,2.3020674517153736,0.0,1.964050488729248
PPA,699.5239749012809,699.5239749012824,34.22930823461605,699.5239749012976
