ID,lb,ub,pfba_wt,pfba_sec_met
PYK4,0.0,730.6677972839915,5.371490720670496,0.0
NH4tex,-647.642840244371,-225.3699104204995,-10.512919351847309,-403.2257987453036
D_LACt2pp,-223.59035772136215,0.0,0.0,0.0
D_LACtex,-223.5903577212308,0.0,0.0,0.0
LDH_D,-1000.0,1.1027623258996757e-11,0.0,0.0
L_LACD4,-1000.0,4.071900244753075e-12,0.0,0.0
F6PA,-1.1390024861714985e-11,294.9740402899873,374.6547967803141,126.34723822269405
GLCNtex,-1000.0,0.0,0.0,-3.295716636405028e-13
PGI,-1000.0,343.2643801815802,354.99896496176814,195.77736003632376
TKT2,-66.69088823032511,-66.6908882303038,22.395065401839208,-66.69088823033671
GALUi,71.28157142856911,71.2815714285731,0.0,71.28157142857029
NTRIR3pp,0.0,1000.0,51.84238455943098,192.7356207215997
PGL,236.4591996939192,1000.0,106.72942259601348,776.40964227876
EDA,776.4096422785542,1000.0,0.0,776.4096422787595
EDD,776.409642278763,1000.0,0.0,776.4096422787595
G6PDH2r,236.4591996946864,1000.0,106.72942259601348,776.40964227876
NADPHQR2,0.0,1000.0,0.0,0.0
ADK1,-1000.0,1000.0,55.44352136278504,269.288235648496
NDPK3,-726.0850128103108,5.37149072067217,0.0,4.582784473701791
PPA,364.9946715950405,364.9946715950604,79.8683858807696,364.9946715950511
