ID,lb,ub,pfba_wt,pfba_sec_met
PYK4,0.0,794.0225846510755,6.138846537909217,6.138846537909517
NH4tex,-631.249708578576,-188.3103885226568,-45.92118623649221,-372.77990519873697
D_LACt2pp,-228.18095304195097,0.0,0.0,0.0
D_LACtex,-228.18095304183925,0.0,0.0,0.0
LDH_D,-1000.0,-3.1718627724330866e-11,0.0,0.0
L_LACD4,-1000.0,-1.9621812832280325e-11,0.0,0.0
F6PA,6.664871817879995e-12,287.1332342535524,484.51272798408274,130.72140150617182
GLCNtex,-1000.0,6.252776074688883e-13,0.0,-7.690005484945065e-13
PGI,-1000.0,331.0076589826643,491.96696693774334,187.4410418555357
TKT2,-53.58908768271409,-53.58908768277619,-4.323686287039853,-53.58908768274331
GALUi,47.52104761904747,47.52104761903171,0.0,47.52104761904691
NTRIR3pp,0.0,1000.0,148.63192262279233,194.55172854450777
PGL,218.4104969300764,1000.0,64.23639400228816,771.8190469581118
EDA,771.8190469581741,1000.0,32.01405127427081,771.819046958111
EDD,771.8190469582534,1000.0,32.01405127427081,771.819046958111
G6PDH2r,218.41049693006545,1000.0,64.23639400228816,771.8190469581117
NADPHQR2,0.0,1000.0,0.0,0.0
ADK1,-1000.0,1000.0,63.36402441461057,205.92716727175383
NDPK3,-788.7851166810216,6.138846537897831,0.0,0.0
PPA,281.36234576849654,281.3623457685332,91.27815529230772,281.3623457684971
