ID,lb,ub,pfba_wt,pfba_sec_met
NADPHQR2,0.0,521.2718752497776,0.0,0.0
H2Stex,-212.9110720486724,-212.9110720483759,0.0,-212.91107204867424
GLUDy,-1000.0,-596.5294386467149,-193.2140000180752,-596.5543744290561
NTRIR3pp,0.0,854.0949791742648,0.0,252.16196580021744
SDPTA,-195.59360583200123,-195.59360583201533,-6.97478842223779,-195.5936058320189
NO3R2pp,0.0,854.0949791742792,55.20989351366522,419.0184101932925
NO3t7pp,0.0,854.09497917442,55.20989351366522,419.0184101932925
ASAD,-212.9032194623025,-212.90321946229048,-24.284402052512974,-212.9032194622941
NO3tex,604.0949791742223,854.0949791744347,240.92193285177515,604.0949791742574
ASPTA,-656.2756302784562,-252.8050689251021,-64.18625151532109,-252.8050689250996
DAPE,195.59360583201536,195.59360583201405,6.974788422237789,195.5936058320189
SDPDS,195.59360583201536,195.5936058320099,6.974788422237788,195.5936058320189
DHDPRy,195.5936058320153,195.593605832014,6.974788422237787,195.59360583201888
DAPDC,194.90310705836112,194.90310705836785,6.284289648583557,194.90310705836467
O2tpp,189.03912967363448,189.0391296735559,100.07624288232309,189.03912967362027
O2tex,209.2771456684104,334.2771456684415,100.07624288232309,209.2771456684111
CYSabcpp,216.7132071161668,216.713207116406,3.802135067684125,216.71320711635795
CYStex,216.71320711630275,216.7132071163629,3.802135067684125,216.713207116358
CYSDS,212.9110720484782,212.91107204863607,0.0,212.91107204867424
H2St1pp,212.91107204857,212.9110720486628,0.0,212.91107204867424
