ID,lb,ub,pfba_wt,pfba_sec_met
NADPHQR2,0.0,4.7829410737225535e-11,0.0,0.0
H2Stex,-629.3338963852851,-629.3338963855012,0.0,-629.3338964006892
GLUDy,-922.8413042293054,-922.8413042292644,-27.64537636441614,-922.8413042294566
NTRIR3pp,222.8571857727629,598.0305529764954,0.0,464.0407372860605
SDPTA,-389.4077993455607,-389.4077993455634,-0.9979641794947294,-389.4077993455721
NO3R2pp,0.0,598.0305529739785,34.47150572684629,598.0305529645452
NO3t7pp,598.0305529751105,598.0305529775333,34.47150572684629,598.0305529645452
ASAD,-391.8844872847801,-391.8844872847749,-3.474652118706229,-391.8844872847837
NO3tex,598.0305529748065,598.0305529756541,34.47150572684629,598.0305529645453
ASPTA,-397.5937094216112,-397.5937094215407,-9.183874255468828,-397.5937094215479
DAPE,389.4077993455634,389.407799345564,0.9979641794947296,389.4077993455721
SDPDS,389.4077993455634,389.4077993455664,0.9979641794947296,389.4077993455721
DHDPRy,389.4077993455634,389.407799345564,0.9979641794947294,389.4077993455722
DAPDC,389.3090016472856,389.3090016472888,0.899166481216898,389.3090016472944
O2tpp,578.7948590027581,578.7948590020669,26.284001350712337,578.7948590086536
O2tex,775.2580954984677,775.2580954984547,26.284001350712337,775.2580955111004
CYSabcpp,629.8779121113399,629.8779121134621,0.5440157282838614,629.877912128974
CYStex,629.8779121082505,629.8779121133905,0.5440157282838614,629.877912128974
CYSDS,629.3338963830554,629.3338963851769,0.0,629.3338964006894
H2St1pp,629.3338963789945,629.3338963851086,0.0,629.3338964006892
