ID,lb,ub,pfba_wt,pfba_sec_met
NADPHQR2,0.0,691.3108628966841,0.0,0.0
H2Stex,-141.90013257998172,-141.90013257989972,0.0,-141.90013257992118
GLUDy,-1000.0,-526.394767028726,-225.4163333544225,-526.4238587748756
NTRIR3pp,0.0,884.3080558721018,51.84238455943098,242.9177251268388
SDPTA,-153.77507178294138,-153.77507178292169,-8.137253159277419,-153.77507178292882
NO3R2pp,0.0,884.3080558720902,0.0,402.9491351942978
NO3t7pp,0.0,884.3080558720407,0.0,402.94913519429787
ASAD,-173.96962101823428,-173.96962101824272,-28.331802394598466,-173.96962101824985
NO3tex,634.3080558721208,884.3080558720915,291.5885076789212,634.3080558720918
ASPTA,-694.127011696109,-220.5217787248526,-74.88396010120893,-220.52177872486007
DAPE,153.77507178292166,153.7750717829286,8.137253159277419,153.77507178292882
SDPDS,153.77507178292169,153.7750717829144,8.137253159277419,153.77507178292882
DHDPRy,153.77507178292169,153.77507178292856,8.137253159277417,153.7750717829288
DAPDC,152.9694898803251,152.96948988033805,7.331671256680816,152.96948988033225
O2tpp,146.12818293147274,146.12818293149613,71.27185546877826,146.1281829314637
O2tex,162.02472374388643,287.02472374414845,71.27185546877826,162.02472374396143
CYSabcpp,146.3359568256949,146.33595682556964,4.435824245631442,146.33595682555256
CYStex,146.33595682552254,146.3359568256132,4.4358242456314425,146.33595682555256
CYSDS,141.9001325798447,141.90013257998916,0.0,141.90013257992118
H2St1pp,141.90013257982764,141.90013258011484,0.0,141.90013257992118
