ID,lb,ub,pfba_wt,pfba_sec_met
NADPHQR2,0.0,187.76391124847595,0.0,0.0
H2Stex,-342.43316151889854,-342.43316151887205,0.0,-342.4331615188091
GLUDy,-1000.0,-764.2539679824918,-128.80933334538824,-764.2539679825322
NTRIR3pp,117.59580697315371,798.2800286002694,0.0,340.89499806147734
SDPTA,-275.26732605037955,-275.26732605038137,-4.649858948158525,-275.2673260503844
NO3R2pp,0.0,798.2800286003143,160.6146219011914,548.2800286003619
NO3t7pp,328.8702504790407,798.2800286002649,160.61462190119144,548.280028600362
ASAD,-286.8070684705699,-286.807068470565,-16.18960136834198,-286.8070684705677
NO3tex,548.2800286003159,798.2800286003152,160.61462190119144,548.280028600362
ASPTA,-549.1543334633092,-313.4083014457709,-42.790834343550586,-313.4083014457733
DAPE,275.26732605038137,275.26732605038086,4.649858948158525,275.2673260503843
SDPDS,275.26732605038137,275.26732605038023,4.649858948158524,275.2673260503843
DHDPRy,275.26732605038137,275.26732605038075,4.649858948158524,275.26732605038427
DAPDC,274.8069935346119,274.80699353460693,4.189526432389038,274.80699353461483
O2tpp,270.89767527812194,270.89767527812944,61.35814170964819,270.89767527811864
O2tex,299.15173213851546,424.1517321385674,61.35814170964819,299.15173213851153
CYSabcpp,344.96791823064063,344.9679182334664,2.5347567117893988,344.9679182305987
CYStex,344.9679182306971,344.96791823067747,2.5347567117893988,344.9679182305987
CYSDS,342.43316151887626,342.43316151880526,0.0,342.4331615188091
H2St1pp,342.4331615188795,342.4331615188595,0.0,342.4331615188091
