ID,lb,ub,pfba_wt,pfba_sec_met
NADPHQR2,0.0,21.61809252742073,0.0,0.0
H2Stex,-406.0371438664768,-406.0371438657829,0.0,-406.03714386642815
GLUDy,-904.6888891227968,-850.6436578049969,-96.60700000903948,-850.6436578050182
NTRIR3pp,331.2538171579593,770.7993964503172,0.0,620.8608568459559
SDPTA,-314.7373127195978,-314.73731271960247,-3.487394211118895,-314.7373127196009
NO3R2pp,0.0,770.7993964503955,120.46096642589085,716.7541651321378
NO3t7pp,716.754165132101,770.7993964503784,120.46096642589085,716.7541651321379
ASAD,-323.39211953473153,-323.39211953474,-12.142201026256489,-323.3921195347384
NO3tex,716.7541651312554,770.7993964505547,120.46096642589085,716.7541651321379
ASPTA,-397.3882755844896,-343.3430442661466,-32.093125757661795,-343.3430442661457
DAPE,314.7373127196024,314.73731271960565,3.4873942111188945,314.7373127196009
SDPDS,314.7373127196024,314.73731271960264,3.487394211118894,314.7373127196009
DHDPRy,314.7373127196024,314.73731271960565,3.4873942111188936,314.7373127196008
DAPDC,314.39206333277525,314.3920633327858,3.1421448242917784,314.3920633327738
O2tpp,311.4600746404004,311.46007464060585,46.447356282239696,311.4600746404016
O2tex,441.6378027629663,468.6604184221492,46.447356282239696,441.6378027629962
CYSabcpp,407.9382114002659,407.938211400247,1.901067533842055,407.9382114002768
CYStex,407.9382114002364,407.9382114003242,1.9010675338420555,407.9382114002768
CYSDS,406.0371438664359,406.0371438664544,0.0,406.0371438664282
H2St1pp,406.0371438663606,406.0371438665017,0.0,406.03714386642815
