ID,lb,ub,pfba_wt,pfba_sec_met
NADPHQR2,0.0,772.4097808901248,0.0,0.0
NH4tpp,-59.33231781455355,290.6458597470084,240.92193285177524,59.70307879038602
H2Stex,-94.75604500094488,-94.75604500085797,0.0,-94.75604500093708
NO3R2pp,0.0,825.365817557609,55.20989351366522,354.23046475807547
NO3t7pp,0.0,825.3658175575642,55.20989351366522,354.23046475807547
MDH3,0.0,933.275140163283,0.0,0.0
NTRIR3pp,0.0,825.3658175574822,0.0,199.7849156808778
SUCDi,167.04167960653152,1000.0,38.26679818745743,167.04167960800507
NH4tex,-555.3599537957019,-305.3599537957199,0.0,-305.3599537957239
ALATA_L2,0.0,0.4120003364976676,0.0,0.0
ACCOAC,125.77380981631548,125.77380981635936,1.9338339053140483,125.77380981631408
P5CR,5.9104253986399184,936.175710141425,5.9104253986399184,5.910425398651189
PROD2,0.0,263.0925064219268,0.0,0.0
CYSDS,94.75604500083536,94.7560450009259,0.0,94.75604500093706
H2St1pp,94.7560450008549,94.75604500090644,0.0,94.75604500093708
PDH,681.9824130487488,1000.0,436.1486642943511,798.8524716377813
PPA,357.41856026155705,357.41856026159206,68.4586164692301,357.4185602615657
CYSabcpp,181.11816400919244,181.118164009277,3.802135067684125,181.11816400928768
CYStex,181.1181640089989,181.11816400928384,3.802135067684125,181.11816400928768
ADK1,-1000.0,1000.0,47.52301831095735,336.48296210329295
