ID,lb,ub,pfba_wt,pfba_sec_met
NADPHQR2,0.0,675.7303532777403,0.0,0.0
NH4tpp,-67.54524753644719,234.5868817878441,200.76827737648583,45.27896205504611
H2Stex,-143.70912658987697,-143.70912658977713,0.0,-143.7091265898568
NO3R2pp,0.0,787.2781521021208,200.76827737648583,342.1934520298079
NO3t7pp,0.0,787.2781521020821,200.76827737648583,342.1934520298079
MDH3,0.0,805.6856781982593,0.0,0.0
NTRIR3pp,0.0,787.2781521021603,0.0,191.15178853730703
SUCDi,141.70975469503685,1000.0,36.20377912045792,141.7097546950262
NH4tex,-578.0523747430508,-328.0523747430196,0.0,-328.05237474301475
ALATA_L2,0.0,0.3433336136241428,0.0,0.0
ACCOAC,153.7781548269099,153.77815482689363,1.6115282544283736,153.7781548269084
P5CR,4.925354498866632,861.1686076342738,4.925354498866598,4.925354498860187
PROD2,0.0,300.8548330960232,0.0,0.0
CYSDS,143.70912658982647,143.70912658986663,0.0,143.7091265898568
H2St1pp,143.70912658978222,143.70912658987734,0.0,143.7091265898568
PDH,734.049188051116,1000.0,346.64901889537,817.6270430148018
PPA,412.10430906014335,412.1043090601552,57.04884705769331,412.1043090601461
CYSabcpp,248.3219901946192,248.32199019458244,3.168445889736751,248.3219901945802
CYStex,248.32199019466063,248.3219901946066,3.168445889736752,248.3219901945802
ADK1,-1000.0,1000.0,39.6025152591339,394.65797726158974
