ID,lb,ub,pfba_wt,pfba_sec_met
NADPHQR2,0.0,385.692070440291,0.0,0.0
NH4tpp,-92.18403670241524,66.40994791035584,80.30731095059315,2.006611848980183
H2Stex,-290.56837135671543,-290.5683713565591,0.0,-290.56837135672976
NO3R2pp,0.0,673.0151557358386,80.30731095059308,306.0824138449341
NO3t7pp,38.6392172850551,673.0151557357558,80.30731095059309,306.08241384493414
MDH3,0.0,422.9172923003242,0.0,0.0
NTRIR3pp,0.0,673.0151557358181,0.0,165.25240710661276
SUCDi,65.71397995639454,1000.0,14.893111648183222,65.71397995609256
NH4tex,-646.1296375849503,-396.12963758484017,0.0,-396.1296375849616
ALATA_L2,0.0,0.1373334455457831,0.0,0.0
ACCOAC,237.79118985868988,237.79118985872248,0.6446113017713496,237.79118985868763
P5CR,1.9701417995466397,636.1473001108589,1.9701417995466397,1.970141799535964
PROD2,0.0,414.1418131185865,0.0,0.0
CYSDS,290.56837135652546,290.56837135670173,0.0,290.56837135672976
H2St1pp,290.5683713564975,290.5683713567092,0.0,290.56837135672976
PDH,890.2495130581763,1000.0,139.071207558147,890.4670933566708
PPA,576.161555455873,576.1615554559334,22.81953882307724,576.1615554558786
CYSabcpp,449.9334687504412,449.9334687505471,1.267378355894696,449.9334687505684
CYStex,449.9334687505437,449.93346875052913,1.267378355894696,449.93346875056847
ADK1,-1000.0,1000.0,15.841006103653164,569.1830227364597
