ID,lb,ub,pfba_wt,pfba_sec_met
NADPHQR2,0.0,1000.0,0.0,0.0
NH4tpp,-284.40297167766965,594.978143058207,0.0,0.0
H2Stex,6.514255801448588e-11,0.0,0.0,0.0
NO3R2pp,0.0,1000.0,528.67977000822,528.6797700082282
NO3t7pp,0.0,1000.0,528.6797700082201,528.6797700082282
MDH3,0.0,1000.0,38.13343917586722,38.133439175898864
NTRIR3pp,0.0,1000.0,198.496206934346,198.496206934346
SUCDi,269.0591989655261,1000.0,269.0869053903388,269.0869053903455
NH4tex,-598.4634452470075,-118.4465298001737,-311.88811810555444,-311.8881181055614
ALATA_L2,0.0,581.0114321433377,0.0,0.0
ACCOAC,3.2230565088567507,3.2230565088054037,3.2230565088567475,3.2230565088566125
P5CR,9.850708997733197,1000.0,9.85070899773233,9.850708997732482
PROD2,0.0,384.6499600750885,0.0,0.0
CYSDS,0.0,-1.7484858057679427e-11,0.0,0.0
H2St1pp,0.0,-2.9769580812046136e-11,0.0,0.0
PDH,452.1955084781964,1000.0,552.7729795179112,556.004093852867
PPA,114.09769411539446,114.09769411536789,114.09769411538429,114.0976941153851
CYSabcpp,6.336891779493939,6.336891779456548,6.336891779473465,6.336891779473175
CYStex,6.33689177950042,6.336891779420717,6.336891779473465,6.336891779473175
ADK1,-1000.0,1000.0,79.20503051826459,79.20503051826387
