ID,lb,ub,pfba_wt,pfba_sec_met
PUNP1,-66.15158609321576,-66.15158609325428,-0.014776759898747,-66.15158609321008
NH4tex,-678.7707561976249,-209.84694102509212,-45.92118623649221,-377.4648913733276
PPM,-1000.0,-66.15158609323346,-0.0147767598987358,-66.15158609321008
DHAtpp,-307.91726174748896,0.0,0.0,3.417649207607645e-12
DHAtex,-307.9172617475605,-7.987776357541646e-15,0.0,3.417649207607645e-12
RPI,-71.60252628790128,-71.60252628791449,-30.90356660467741,-71.60252628791108
RPE,-72.92130241124204,-72.9213024112622,0.0,-72.92130241125129
TKT2,-51.80713904818237,-51.807139048226304,-4.323686287039853,-51.807139048217245
NADPHQR2,0.0,1000.0,0.0,0.0
PPC,0.0,89.8907864584507,89.89078645862632,0.0
METS,69.55552964878355,69.55552964878352,3.418720315471146,69.55552964878247
METAT,66.15897447316053,66.15897447316351,0.0221651398481205,66.15897447315945
ADNK1,66.1515860932157,66.15158609321117,0.014776759898747,66.15158609321007
RHCCE,66.15158609321152,66.1515860932077,0.014776759898747,66.15158609321007
DHPTDCs2,66.15158609321118,66.15158609321105,0.014776759898747,66.15158609321008
MTHTHFSs,66.15158609321115,66.15158609321008,0.014776759898747,66.15158609321008
AHCYSNS,66.15158609321117,66.15158609320923,0.014776759898747,66.15158609321007
PGI,-1000.0,383.96911682510495,491.96696693774334,230.0104859515981
PPA,245.5973770700357,245.5973770700361,91.27815529230772,245.5973770700361
ADK1,-1000.0,1000.0,63.36402441461057,217.68324619233908
