ID,lb,ub,pfba_wt,pfba_sec_met
PUNP1,-263.2693018350204,-263.2693018350664,-0.003171424602843,-263.26930183504703
NH4tex,-885.5790728267795,-473.5264996651473,0.0,-587.0217023094152
PPM,-1000.0,-263.2693018350611,-0.0031714246028152,-263.2693018350481
DHAtpp,-506.647090658184,2.298188435637645e-12,0.0,-52.66628008080781
DHAtex,-506.6470906583112,4.1785244284320823e-13,0.0,-52.66628008080781
RPI,-209.08993259925523,-209.0899325992359,-13.732924444833646,-209.08993259922715
RPE,-209.37297157879,-209.3729715788452,11.997360619965564,-209.3729715788047
TKT2,-149.4921343907474,-149.49213439084082,3.969075551938668,-149.49213439078468
NADPHQR2,0.0,1000.0,0.0,338.8493150992252
PPC,0.0,19.292581979910626,17.089292863094737,0.0
METS,263.9998645844456,263.9998645844372,0.7337341740016168,263.9998645844458
METAT,263.2708875473482,263.27088754734854,0.0047571369042649,263.2708875473485
ADNK1,263.2693018350632,263.2693018350219,0.003171424602843,263.26930183504703
RHCCE,263.26930183504703,263.2693018350494,0.003171424602843,263.26930183504703
DHPTDCs2,263.26930183504686,263.2693018350465,0.003171424602843,263.26930183504703
MTHTHFSs,263.26930183504675,263.2693018350424,0.003171424602843,263.2693018350471
AHCYSNS,263.26930183504675,263.2693018350463,0.003171424602843,263.26930183504703
PGI,-671.7670149782858,716.6919491604215,26.18096854914037,0.0
PPA,633.8779801202977,633.8779801202617,19.590342495907016,633.8779801202734
ADK1,-1000.0,1000.0,3.5242501309883965,627.8869806021609
