ID,lb,ub,pfba_wt,pfba_sec_met
PUNP1,-131.86165660290493,-131.8616566028522,-0.0110825699240602,-131.86165660287605
NH4tex,-748.4002623951146,-295.9357918493669,0.0,-443.1826795189961
PPM,-1000.0,-131.86165660287753,-0.0110825699240602,-131.86165660287605
DHAtpp,-370.1886239660559,1.038071021002322e-13,0.0,-1.2169386430827225e-11
DHAtex,-370.1886239662704,-3.952655041508842e-13,0.0,-1.2169386430827225e-11
RPI,-117.67253574157505,-117.67253574157756,-50.74863867589091,-117.67253574159824
RPE,-118.66161783410118,-118.66161783412348,55.14192744476603,-118.6616178341034
TKT2,-84.54866930445722,-84.54866930450952,24.32819900710329,-84.54866930448999
NADPHQR2,0.0,1000.0,0.0,167.06164319579491
PPC,0.0,67.4180898438759,67.41808984396977,0.0
METS,134.41461426955345,134.4146142695489,2.5640402366033594,134.41461426955533
METAT,131.86719788783617,131.86719788783645,0.0166238548860903,131.86719788783805
ADNK1,131.86165660285985,131.8616566028887,0.0110825699240602,131.86165660287605
RHCCE,131.86165660287418,131.86165660287293,0.0110825699240602,131.86165660287602
DHPTDCs2,131.86165660287418,131.86165660287526,0.0110825699240602,131.86165660287602
MTHTHFSs,131.86165660287418,131.86165660287477,0.0110825699240602,131.86165660287602
AHCYSNS,131.86165660287418,131.8616566028753,0.0110825699240602,131.86165660287602
PGI,-950.5425067085648,491.19815630038175,255.9844697391262,306.1038443172533
PPA,376.1099558794453,376.10995587945513,68.4586164692301,376.109955879451
ADK1,-1000.0,1000.0,47.52301831095735,355.17435772117744
