ID,lb,ub,pfba_wt,pfba_sec_met
PUNP1,-164.7166918577072,-164.71669185771964,-0.0092354749367168,-164.71669185770847
NH4tex,-777.4395822156973,-338.9802172614808,0.0,-476.0415735918627
PPM,-1000.0,-164.71669185769235,-0.0092354749367149,-164.71669185770844
DHAtpp,-401.32430507550913,0.0,0.0,-1.3542834243230294e-11
DHAtex,-401.32430507566346,6.547832594014649e-13,0.0,-1.3542834243230294e-11
RPI,-140.70754046841137,-140.70754046841463,-44.77949059678954,-140.70754046843308
RPE,-141.5317755454811,-141.5317755455194,44.51334599366825,-141.5317755455207
TKT2,-100.91943443254767,-100.91943443259962,16.34628059540358,-100.91943443262204
NADPHQR2,0.0,1000.0,0.0,281.12183127538634
PPC,0.0,56.181741536592895,49.76556459257991,0.0
METS,166.84415657994046,166.84415657993708,2.136700197169467,166.84415657994117
METAT,164.7213095951761,164.72130959517838,0.0138532124050753,164.7213095951768
ADNK1,164.7166918577145,164.7166918577151,0.0092354749367168,164.7166918577085
RHCCE,164.71669185770793,164.71669185770688,0.0092354749367168,164.71669185770838
DHPTDCs2,164.7166918577077,164.71669185770685,0.0092354749367168,164.7166918577084
MTHTHFSs,164.71669185770776,164.71669185770642,0.0092354749367168,164.7166918577084
AHCYSNS,164.71669185770773,164.71669185771006,0.0092354749367168,164.7166918577084
PGI,-866.3713929529258,544.8126760378057,201.9019833291443,344.1505235000025
PPA,441.36624528416286,441.3662452841334,57.04884705769331,441.3662452841592
ADK1,-1000.0,1000.0,39.6025152591339,423.9199134855997
