ID,lb,ub,pfba_wt,pfba_sec_met
PUNP1,-296.1305849834159,-296.1305849835024,-0.0015857123014219,-296.1305849834501
NH4tex,-904.1076270726657,-535.083030052409,0.0,-613.6788731327082
PPM,-1000.0,-296.1305849834817,-0.001585712301441,-296.1305849834513
DHAtpp,-531.824900640456,-2.0892622142160412e-13,0.0,-217.4415283188938
DHAtex,-531.8249006403772,2.0892622142160412e-13,0.0,-217.4415283188938
RPI,-232.4862483508204,-232.48624835090249,-6.809295555750106,-232.48624835089345
RPE,-232.627767840657,-232.62776784071676,5.88434697664947,-232.6277678406822
TKT2,-166.132697231993,-166.13269723206088,1.9273711093026025,-166.13269723201998
NADPHQR2,0.0,1000.0,0.0,489.4443465937909
PPC,0.0,9.646290989933611,8.544646431547154,0.0
METS,296.49586635815854,296.4958663581498,0.3668670870008088,296.49586635814944
METAT,296.13137783961,296.13137783960184,0.0023785684521329,296.1313778396008
ADNK1,296.130584983483,296.1305849834233,0.0015857123014219,296.1305849834501
RHCCE,296.1305849834595,296.13058498345515,0.0015857123014219,296.1305849834501
DHPTDCs2,296.1305849834592,296.13058498345487,0.0015857123014219,296.1305849834501
MTHTHFSs,296.1305849834592,296.13058498345754,0.0015857123014219,296.1305849834502
AHCYSNS,296.1305849834592,296.13058498345663,0.0015857123014219,296.1305849834501
PGI,-558.6414195771586,764.7886119428296,13.333442607903272,0.0
PPA,700.7628362139885,700.7628362139448,9.795171247953384,700.7628362139694
ADK1,-1000.0,1000.0,1.747833398826808,697.7673364549237
